name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,PER_rank,WS_rank,WS/48_rank,BPM_rank,VORP_rank,PIPM_rank,Wins Added_rank
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",+0.43,4.04,martike02,2007-08,SAC,21.0,8.4,.183,1.1,1.7,,NBA,1808121,24,61,36.3,.456,.869,4.5,2.1,1.0,0.1,23.7,SAC,18,29,15,75,78,85,82
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",-0.78,2.02,martike02,2008-09,SAC,19.2,4.7,.117,-0.3,0.8,,NBA,8760335,25,51,38.2,.420,.867,3.6,2.7,1.2,0.2,24.6,SAC,26,96,77,109,122,120,126
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",-0.62,1.85,martike02,2009-10,TOT,17.0,4.2,.123,-0.7,0.5,,NBA,10180170,26,46,35.5,.417,.876,3.6,2.4,1.0,0.1,20.6,"SAC,HOU",59,115,71,135,145,117,137
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",+1.66,6.85,martike02,2010-11,HOU,21.4,9.5,.175,1.6,2.3,,NBA,11100005,27,80,32.5,.436,.888,3.2,2.5,1.0,0.2,23.5,HOU,18,21,21,60,52,44,44
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",-0.19,1.78,martike02,2011-12,HOU,16.5,3.3,.125,0.2,0.7,,NBA,11519840,28,40,31.6,.413,.894,2.7,2.8,0.7,0.1,17.1,HOU,73,115,74,111,122,101,123
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",+1.45,6.19,martike02,2012-13,OKC,16.0,7.0,.157,0.5,1.3,,NBA,12439675,29,77,27.7,.450,.890,2.3,1.4,0.9,0.1,14.0,OKC,90,38,33,95,100,60,57
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",+0.06,3.43,martike02,2013-14,MIN,16.3,5.3,.117,-0.6,0.8,,NBA,6500000,30,68,32.0,.430,.891,3.0,1.8,1.0,0.1,19.1,MIN,71,75,77,127,124,91,95
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",-2.09,0.18,martike02,2014-15,MIN,16.7,1.9,.069,-2.1,0.0,,NBA,6792500,31,39,33.4,.427,.881,3.6,2.3,0.8,0.0,20.0,MIN,183,183,183,183,183,183,183
Kevin Martin,/players/m/martike02.html,2005,2016,Western Carolina University,false,"Zanesville in Zanesville, Ohio",-3.78,-1.16,martike02,2015-16,TOT,11.5,1.2,.054,-4.5,-0.7,,NBA,7085000,32,55,19.9,.372,.890,2.0,1.1,0.5,0.1,9.3,"MIN,SAS",183,183,183,183,183,183,183
Frank Mason,/players/m/masonfr01.html,2018,2019,University of Kansas,true,"Petersburg in Petersburg, Virginia",-0.39,1.26,masonfr01,2017-18,SAC,13.0,0.5,.027,-3.4,-0.4,,NBA,1184385,23,52,18.9,.379,.817,2.5,2.8,0.7,0.2,7.9,SAC,189,189,189,189,189,189,189
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",+0.36,0.21,masonro01,2002-03,CHI,7.4,0.1,.038,-3.8,-0.1,,NBA,349458,22,17,6.6,.355,1.000,0.7,0.7,0.2,0.0,1.8,CHI,167,167,167,167,167,167,167
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-2.31,-0.08,masonro01,2003-04,TOT,7.7,0.1,.008,-5.2,-0.3,,NBA,563679,23,26,12.6,.327,.864,1.2,1.0,0.4,0.2,3.7,"CHI,TOR",167,167,167,167,167,167,167
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",,,masonro01,2004-05,Did Not Play (other pro league—Greece),,,,,,,NBA,203428,24,,,,,,,,,,Did Not Play (other pro league—Greece),178,178,178,178,178,178,178
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",,,masonro01,2005-06,Did Not Play (other pro league—Israel),,,,,,,,,25,,,,,,,,,,Did Not Play (other pro league—Israel),181,181,181,181,181,181,181
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-3.19,-0.31,masonro01,2006-07,WAS,7.2,-0.1,-0.005,-5.6,-0.5,,NBA,744551,26,62,7.9,.330,.875,0.7,0.6,0.2,0.1,2.7,WAS,193,193,193,193,193,193,193
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-2.62,-0.35,masonro01,2007-08,WAS,13.8,3.4,.096,-0.8,0.5,,NBA,798328,27,80,21.4,.443,.873,1.6,1.7,0.5,0.2,9.1,WAS,128,131,115,129,133,168,165
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",+0.27,4.49,masonro01,2008-09,SAS,11.9,4.7,.091,-0.4,1.0,,NBA,3500000,28,82,30.4,.425,.890,3.1,2.1,0.5,0.1,11.8,SAS,159,96,116,112,108,79,71
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-1.69,0.63,masonro01,2009-10,SAS,9.7,1.9,.062,-1.7,0.1,,NBA,3780000,29,79,19.2,.389,.794,2.1,1.7,0.4,0.2,6.3,SAS,187,178,161,156,159,161,167
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-2.79,-0.13,masonro01,2010-11,NYK,7.1,0.2,.029,-4.4,-0.2,,NBA,1400000,30,26,12.3,.338,.700,1.7,0.8,0.2,0.1,2.9,NYK,196,196,196,196,196,196,196
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-0.42,0.87,masonro01,2011-12,WAS,12.1,0.9,.059,-2.9,-0.2,,NBA,1146337,31,52,13.4,.399,.778,1.3,0.9,0.3,0.1,5.5,WAS,192,192,192,192,192,192,192
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-0.50,1.47,masonro01,2012-13,NOH,10.0,1.4,.057,-1.7,0.1,,NBA,1223116,32,69,17.7,.433,.907,1.9,1.1,0.4,0.2,5.3,NOH,185,185,185,185,185,185,185
Roger Mason,/players/m/masonro01.html,2003,2014,University of Virginia,false,"Good Counsel in Wheaton, Maryland",-1.64,0.12,masonro01,2013-14,MIA,8.2,0.3,.055,-3.4,-0.1,,NBA,,33,25,10.4,.373,1.000,0.9,0.8,0.2,0.0,3.0,MIA,187,187,187,187,187,187,187
Mangok Mathiang,/players/m/mathima01.html,2018,2018,University of Louisville,true,"IMG Academy in Bradenton, Florida",-0.51,0.02,mathima01,2017-18,CHO,18.0,0.1,.183,-9.8,0.0,,NBA,,25,4,5.0,.571,.000,2.5,0.0,0.3,0.0,2.0,CHO,189,189,189,189,189,189,189
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",-0.84,2.36,matthwe02,2009-10,UTA,12.3,4.6,.108,-0.2,0.9,,NBA,457588,23,82,24.7,.483,.829,2.3,1.5,0.8,0.2,9.4,UTA,158,102,91,112,117,128,121
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",+0.84,6.23,matthwe02,2010-11,POR,15.5,7.2,.126,1.1,2.1,,NBA,5765000,24,82,33.6,.449,.844,3.1,2.0,1.2,0.1,15.9,POR,97,38,67,72,56,68,50
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",+0.95,4.90,matthwe02,2011-12,POR,14.1,4.8,.104,1.3,1.9,,NBA,6135160,25,66,33.8,.412,.860,3.4,1.7,1.5,0.2,13.7,POR,122,64,103,75,48,69,55
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",-0.26,3.29,matthwe02,2012-13,POR,14.1,4.7,.093,1.2,2.0,,NBA,6505320,26,69,34.8,.436,.797,2.8,2.5,1.3,0.3,14.8,POR,119,97,117,77,60,108,105
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",+0.86,6.79,matthwe02,2013-14,POR,15.7,8.2,.142,2.4,3.1,,NBA,6875480,27,82,33.9,.441,.837,3.5,2.4,0.9,0.2,16.4,POR,86,20,44,39,26,66,49
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",+2.48,6.56,matthwe02,2014-15,POR,16.1,6.2,.147,3.9,3.0,,NBA,7245640,28,60,33.7,.448,.752,3.7,2.3,1.3,0.2,15.9,POR,75,52,44,20,28,32,50
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",+0.45,5.19,matthwe02,2015-16,DAL,10.9,3.7,.067,0.5,1.6,,NBA,16400000,29,78,33.9,.388,.863,3.1,1.9,1.0,0.2,12.5,DAL,163,121,146,96,75,87,65
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",-1.28,1.69,matthwe02,2016-17,DAL,11.9,3.1,.060,0.1,1.3,,NBA,17100000,30,73,34.2,.393,.816,3.5,2.9,1.1,0.2,13.5,DAL,148,129,155,93,77,139,128
Wesley Matthews,/players/m/matthwe02.html,2010,2019,Marquette University,true,"James Madison Memorial in Madison, Wisconsin",-2.97,-0.89,matthwe02,2017-18,DAL,11.4,2.6,.059,0.1,1.1,,NBA,17884176,31,63,33.8,.406,.822,3.1,2.7,1.2,0.3,12.7,DAL,163,146,158,95,93,179,178
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-3.90,-0.16,maxieja01,2005-06,DET,8.0,-0.2,-0.054,-9.8,-0.3,,NBA,905640,22,26,6.1,.426,.333,1.1,0.1,0.2,0.2,2.3,DET,181,181,181,181,181,181,181
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-0.98,0.94,maxieja01,2006-07,DET,14.4,1.8,.091,-2.0,0.0,,NBA,973440,23,67,14.1,.500,.526,2.8,0.2,0.4,0.9,5.0,DET,193,193,193,193,193,193,193
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-0.19,3.03,maxieja01,2007-08,DET,16.7,6.3,.171,1.0,1.4,,NBA,1041360,24,82,21.6,.538,.633,5.3,0.6,0.3,1.1,7.9,DET,70,64,24,81,92,101,103
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-1.30,1.00,maxieja01,2008-09,DET,15.8,4.1,.141,0.1,0.7,,NBA,1877572,25,78,18.1,.575,.532,4.2,0.3,0.3,0.8,5.8,DET,182,182,182,182,182,182,182
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-1.96,0.38,maxieja01,2009-10,DET,14.0,2.6,.081,-2.4,-0.2,,NBA,5000000,26,76,20.4,.511,.574,5.3,0.5,0.5,0.5,6.8,DET,115,159,135,173,174,170,171
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-3.04,-0.43,maxieja01,2010-11,DET,9.4,0.5,.024,-4.5,-0.6,,NBA,5000000,27,57,16.3,.492,.515,3.0,0.3,0.4,0.4,4.2,DET,196,196,196,196,196,196,196
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-0.49,1.75,maxieja01,2011-12,DET,11.7,1.7,.057,-2.5,-0.2,,NBA,5000000,28,65,22.6,.478,.547,5.1,0.6,0.5,0.8,6.5,DET,163,158,158,172,171,114,125
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-1.54,0.83,maxieja01,2012-13,DET,11.3,1.8,.047,-2.6,-0.3,,NBA,5000000,29,72,24.8,.446,.621,5.7,0.8,0.4,1.3,6.9,DET,165,171,170,173,172,156,156
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-2.13,0.03,maxieja01,2013-14,ORL,8.1,0.3,.029,-5.0,-0.4,,NBA,2500000,30,34,14.4,.448,.484,2.5,0.3,0.2,0.6,3.2,ORL,187,187,187,187,187,187,187
Jason Maxiell,/players/m/maxieja01.html,2006,2015,University of Cincinnati,false,"Newman Smith in Carrollton, Texas",-2.42,-0.16,maxieja01,2014-15,CHO,10.4,1.4,.074,-2.6,-0.1,,NBA,1316809,31,61,14.4,.422,.577,3.3,0.3,0.3,0.7,3.3,CHO,183,183,183,183,183,183,183
Eric Maynor,/players/m/maynoer01.html,2010,2014,Virginia Commonwealth University,false,"Westover in Fayetteville, North Carolina",-1.55,0.63,maynoer01,2009-10,TOT,11.8,1.9,.071,-3.3,-0.4,,NBA,1318920,22,81,15.7,.418,.722,1.6,3.3,0.5,0.1,4.7,"UTA,OKC",193,193,193,193,193,193,193
Eric Maynor,/players/m/maynoer01.html,2010,2014,Virginia Commonwealth University,false,"Westover in Fayetteville, North Carolina",+0.22,2.40,maynoer01,2010-11,OKC,11.7,1.5,.061,-3.4,-0.4,,NBA,1417800,23,82,14.6,.402,.729,1.5,2.9,0.4,0.1,4.2,OKC,196,196,196,196,196,196,196
Eric Maynor,/players/m/maynoer01.html,2010,2014,Virginia Commonwealth University,false,"Westover in Fayetteville, North Carolina",-0.96,0.12,maynoer01,2011-12,OKC,9.1,0.1,.037,-4.0,-0.1,,NBA,1516680,24,9,15.2,.359,1.000,1.4,2.4,0.6,0.0,4.2,OKC,192,192,192,192,192,192,192
Eric Maynor,/players/m/maynoer01.html,2010,2014,Virginia Commonwealth University,false,"Westover in Fayetteville, North Carolina",-4.07,-1.09,maynoer01,2012-13,TOT,9.3,0.2,.008,-7.4,-1.3,,NBA,2338721,25,64,15.0,.377,.726,0.7,2.8,0.3,0.0,4.5,"OKC,POR",185,185,185,185,185,185,185
Eric Maynor,/players/m/maynoer01.html,2010,2014,Virginia Commonwealth University,false,"Westover in Fayetteville, North Carolina",-5.25,-0.66,maynoer01,2013-14,TOT,6.2,-0.4,-0.058,-7.6,-0.5,,NBA,2016000,26,31,10.5,.317,.545,1.3,1.7,0.3,0.1,2.6,"WAS,PHI",187,187,187,187,187,187,187
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-2.58,-0.55,mayooj01,2008-09,MEM,14.2,3.4,.052,-0.9,0.9,,NBA,3875040,21,82,38.0,.438,.879,3.8,3.2,1.1,0.2,18.5,MEM,120,134,164,133,114,169,170
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-1.62,1.46,mayooj01,2009-10,MEM,14.6,5.6,.087,0.4,1.9,,NBA,4165560,22,82,38.0,.458,.809,3.8,3.0,1.2,0.2,17.5,MEM,110,75,129,93,66,160,151
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-1.16,1.71,mayooj01,2010-11,MEM,12.6,2.4,.062,-1.1,0.4,,NBA,4456200,23,71,26.3,.407,.756,2.4,2.0,1.0,0.4,11.3,MEM,156,164,161,141,143,145,142
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-2.19,0.01,mayooj01,2011-12,MEM,14.7,3.5,.094,0.3,1.0,,NBA,5632637,24,66,26.8,.408,.773,3.2,2.6,1.1,0.3,12.6,MEM,108,104,115,103,98,159,161
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-2.16,0.18,mayooj01,2012-13,DAL,13.9,4.2,.069,0.4,1.7,,NBA,4020000,25,82,35.5,.449,.820,3.5,4.4,1.1,0.3,15.3,DAL,124,119,154,97,75,166,165
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-4.67,-2.16,mayooj01,2013-14,MIL,11.2,0.1,.002,-4.2,-0.7,,NBA,8000000,26,52,25.9,.407,.864,2.4,2.2,0.5,0.3,11.7,MIL,187,187,187,187,187,187,187
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-2.65,-0.58,mayooj01,2014-15,MIL,13.5,2.8,.079,-1.3,0.3,,NBA,8000000,27,71,23.9,.422,.827,2.6,2.8,0.8,0.3,11.4,MIL,127,135,126,143,143,168,168
O.J. Mayo,/players/m/mayooj01.html,2009,2016,University of Southern California,true,"Huntington in Huntington, West Virginia",-2.11,0.08,mayooj01,2015-16,MIL,7.7,-0.1,-0.005,-3.5,-0.4,,NBA,8000000,28,41,26.6,.371,.775,2.6,2.9,1.2,0.2,7.8,MIL,183,183,183,183,183,183,183
Sean May,/players/m/mayse01.html,2006,2010,University of North Carolina,false,"Bloomington North in Bloomington, Indiana",-1.07,0.32,mayse01,2005-06,CHA,15.3,0.4,.047,-2.8,-0.1,,NBA,1619280,21,23,17.3,.409,.766,4.7,1.0,0.7,0.5,8.2,CHA,181,181,181,181,181,181,181
Sean May,/players/m/mayse01.html,2006,2010,University of North Carolina,false,"Bloomington North in Bloomington, Indiana",+0.06,1.33,mayse01,2006-07,CHA,19.1,2.2,.127,0.9,0.6,,NBA,1740720,22,35,23.9,.500,.768,6.7,1.9,0.5,0.7,11.9,CHA,193,193,193,193,193,193,193
Sean May,/players/m/mayse01.html,2006,2010,University of North Carolina,false,"Bloomington North in Bloomington, Indiana",,,mayse01,2007-08,Did Not Play,,,,,,,NBA,1862160,23,,,,,,,,,,Did Not Play,193,193,193,193,193,193,193
Sean May,/players/m/mayse01.html,2006,2010,University of North Carolina,false,"Bloomington North in Bloomington, Indiana",-4.32,-0.44,mayse01,2008-09,CHA,6.2,-0.3,-0.045,-8.8,-0.5,,NBA,2661027,24,24,12.5,.398,.700,2.9,0.4,0.2,0.2,3.9,CHA,182,182,182,182,182,182,182
Sean May,/players/m/mayse01.html,2006,2010,University of North Carolina,false,"Bloomington North in Bloomington, Indiana",-0.53,0.39,mayse01,2009-10,SAC,11.7,0.3,.044,-4.3,-0.2,,NBA,884881,25,37,8.9,.459,.656,1.9,0.5,0.3,0.2,3.3,SAC,193,193,193,193,193,193,193
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",+0.60,4.13,mbahalu01,2008-09,MIL,12.3,4.0,.092,0.2,1.2,,NBA,757000,22,82,25.8,.462,.729,5.9,1.1,1.1,0.5,7.2,MIL,150,120,114,93,95,66,83
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",+0.43,3.77,mbahalu01,2009-10,MIL,11.8,4.7,.122,1.4,1.6,,NBA,736420,23,73,25.6,.480,.699,5.5,1.1,0.8,0.5,6.2,MIL,167,97,74,61,79,83,86
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",-0.40,2.63,mbahalu01,2010-11,MIL,11.5,4.8,.109,0.0,1.0,,NBA,854389,24,79,26.5,.463,.707,5.3,0.9,0.9,0.4,6.7,MIL,171,97,98,110,112,116,116
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",+0.81,2.13,mbahalu01,2011-12,MIL,13.9,2.4,.112,-0.8,0.3,,NBA,5000000,25,43,23.5,.510,.641,5.3,0.7,0.9,0.5,7.7,MIL,192,192,192,192,192,192,192
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",-1.99,0.23,mbahalu01,2012-13,MIL,9.1,0.5,.017,-4.1,-0.7,,NBA,4795192,26,58,22.9,.401,.571,4.4,0.9,0.7,0.2,6.7,MIL,185,185,185,185,185,185,185
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",-3.99,-1.15,mbahalu01,2013-14,TOT,8.3,1.0,.049,-2.4,-0.1,,NBA,4588384,27,64,15.7,.451,.687,2.3,0.6,0.5,0.2,3.5,"SAC,MIN",187,187,187,187,187,187,187
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",-2.35,-0.32,mbahalu01,2014-15,PHI,10.6,1.1,.027,-3.2,-0.6,,NBA,4382576,28,67,28.6,.395,.589,4.9,1.6,1.2,0.3,9.9,PHI,167,175,176,175,175,164,165
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",+0.04,2.12,mbahalu01,2015-16,LAC,7.3,1.6,.059,-1.6,0.1,,NBA,1270964,29,75,17.0,.454,.526,2.3,0.4,0.6,0.3,3.1,LAC,183,183,183,183,183,183,183
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",+1.55,5.17,mbahalu01,2016-17,LAC,10.2,3.1,.084,0.7,1.2,,NBA,2203000,30,80,22.3,.505,.678,2.1,0.5,1.0,0.4,6.1,LAC,169,129,119,77,84,47,58
Luc Mbah a Moute,/players/m/mbahalu01.html,2009,2019,"University of California, Los Angeles",true,"Monteverde Academy in St. Monteverde, Florida",-0.22,2.39,mbahalu01,2017-18,HOU,10.2,2.8,.086,0.0,0.8,,NBA,1471382,31,61,25.6,.481,.684,3.0,0.9,1.2,0.4,7.5,HOU,175,141,119,101,115,105,117
James Michael McAdoo,/players/m/mcadoja01.html,2015,2018,University of North Carolina,true,"Norfolk Christian in Norfolk, Virginia",-1.75,0.05,mcadoja01,2014-15,GSW,17.7,0.5,.177,-1.8,0.0,,NBA,167122,22,15,9.1,.545,.560,2.5,0.1,0.3,0.6,4.1,GSW,183,183,183,183,183,183,183
James Michael McAdoo,/players/m/mcadoja01.html,2015,2018,University of North Carolina,true,"Norfolk Christian in Norfolk, Virginia",-4.53,-0.43,mcadoja01,2015-16,GSW,15.9,0.8,.146,-1.1,0.1,,NBA,845059,23,41,6.4,.536,.531,1.4,0.4,0.2,0.2,2.9,GSW,183,183,183,183,183,183,183
James Michael McAdoo,/players/m/mcadoja01.html,2015,2018,University of North Carolina,true,"Norfolk Christian in Norfolk, Virginia",-3.36,-0.37,mcadoja01,2016-17,GSW,13.1,1.1,.117,-0.4,0.2,,NBA,980431,24,52,8.8,.530,.500,1.8,0.3,0.3,0.6,2.8,GSW,187,187,187,187,187,187,187
James Michael McAdoo,/players/m/mcadoja01.html,2015,2018,University of North Carolina,true,"Norfolk Christian in Norfolk, Virginia",-0.85,0.02,mcadoja01,2017-18,PHI,7.4,0.0,.023,-8.7,0.0,,NBA,,25,3,6.0,.286,1.000,0.7,0.0,0.0,0.3,2.7,PHI,189,189,189,189,189,189,189
Ray McCallum,/players/m/mccalra01.html,2014,2016,University of Detroit Mercy,false,"Detroit County Day School in , Michigan",-2.07,0.12,mccalra01,2013-14,SAC,9.7,0.4,.020,-4.1,-0.5,,22,NBA,45,19.9,.377,.744,1.8,2.7,0.5,0.2,6.2,SAC,,187,187,187,187,187,187,187
Ray McCallum,/players/m/mccalra01.html,2014,2016,University of Detroit Mercy,false,"Detroit County Day School in , Michigan",-3.25,-0.93,mccalra01,2014-15,SAC,12.5,1.4,.045,-1.7,0.1,,23,NBA,68,21.1,.438,.679,2.6,2.8,0.7,0.2,7.4,SAC,816482,183,183,183,183,183,183,183
Ray McCallum,/players/m/mccalra01.html,2014,2016,University of Detroit Mercy,false,"Detroit County Day School in , Michigan",-1.59,0.21,mccalra01,2015-16,TOT,9.1,0.3,.034,-3.8,-0.2,,24,NBA,41,11.6,.377,.800,1.1,1.5,0.3,0.2,3.3,"SAS,MEM",947276,183,183,183,183,183,183,183
Rashad McCants,/players/m/mccanra01.html,2006,2009,University of North Carolina,false,"New Hampton School in New Hampton, New Hampshire",-2.23,-0.03,mccanra01,2005-06,MIN,12.6,1.6,.058,-2.9,-0.3,,NBA,1538400,21,79,17.2,.450,.736,1.8,0.8,0.6,0.3,7.9,MIN,181,181,181,181,181,181,181
Rashad McCants,/players/m/mccanra01.html,2006,2009,University of North Carolina,false,"New Hampton School in New Hampton, New Hampshire",-1.15,0.42,mccanra01,2006-07,MIN,7.2,-0.3,-0.023,-4.4,-0.3,,NBA,1653720,22,37,15.0,.350,.690,1.3,1.0,0.7,0.2,5.0,MIN,193,193,193,193,193,193,193
Rashad McCants,/players/m/mccanra01.html,2006,2009,University of North Carolina,false,"New Hampton School in New Hampton, New Hampshire",-0.25,2.78,mccanra01,2007-08,MIN,14.6,1.7,.040,-1.1,0.5,,NBA,1769160,23,75,26.9,.453,.748,2.7,2.2,0.9,0.2,14.9,MIN,115,170,173,139,133,104,110
Rashad McCants,/players/m/mccanra01.html,2006,2009,University of North Carolina,false,"New Hampton School in New Hampton, New Hampshire",-1.44,0.62,mccanra01,2008-09,TOT,13.0,0.6,.025,-3.5,-0.4,,NBA,2620126,24,58,19.0,.393,.759,1.9,1.2,0.8,0.2,9.6,"MIN,SAC",182,182,182,182,182,182,182
Patrick McCaw,/players/m/mccawpa01.html,2017,2018,"University of Nevada, Las Vegas",true,"Montrose Christian in Rockville, Maryland",-4.72,-1.93,mccawpa01,2016-17,GSW,8.6,1.7,.077,-1.8,0.1,,NBA,543471,21,71,15.1,.433,.784,1.4,1.1,0.5,0.2,4.0,GSW,187,187,187,187,187,187,187
Patrick McCaw,/players/m/mccawpa01.html,2017,2018,"University of Nevada, Las Vegas",true,"Montrose Christian in Rockville, Maryland",-3.94,-0.98,mccawpa01,2017-18,GSW,7.4,0.6,.029,-3.4,-0.3,,NBA,1312611,22,57,16.9,.409,.765,1.4,1.4,0.8,0.2,4.0,GSW,189,189,189,189,189,189,189
Sheldon Mac,/players/m/mcclesh01.html,2017,2017,University of Miami,true,"Bellaire in Bellaire, Texas",-3.16,-0.19,mcclesh01,2016-17,WAS,10.1,0.5,.076,-3.6,-0.1,,NBA,543471,24,30,9.6,.400,.852,1.1,0.5,0.3,0.1,3.0,WAS,187,187,187,187,187,187,187
CJ McCollum,/players/m/mccolcj01.html,2014,2019,Lehigh University,true,"Glen Oak in Canton, Ohio",,,mccolcj01,2013-14,POR,9.0,0.2,.019,-4.1,-0.3,,NBA,2316720,22,38,12.5,.416,.676,1.3,0.7,0.4,0.1,5.3,POR,187,187,187,187,187,187,187
