link,name,college,Rk,Year,Rd,Pk
/players/s/spanova01.html,Vassilis Spanoulis,,50,2004,2,50
,Christian Drejer,University of Florida,51,2004,2,51
,Romain Sato,Xavier University,52,2004,2,52
/players/f/freijma01.html,Matt Freije,Vanderbilt University,53,2004,2,53
,Rickey Paulding,University of Missouri,54,2004,2,54
/players/f/florelu01.html,Luis Flores,Manhattan College,55,2004,2,55
,Marcus Douthit,Providence College,56,2004,2,56
/players/k/karause01.html,Sergei Karaulov,,57,2004,2,57
,Blake Stepp,Gonzaga University,58,2004,2,58
,Rashad Wright,University of Georgia,59,2004,2,59
/players/b/bogutan01.html,Andrew Bogut,University of Utah,1,2005,1,1
/players/w/willima02.html,Marvin Williams,University of North Carolina,2,2005,1,2
/players/w/willide01.html,Deron Williams,University of Illinois at Urbana-Champaign,3,2005,1,3
/players/p/paulch01.html,Chris Paul,Wake Forest University,4,2005,1,4
/players/f/feltora01.html,Raymond Felton,University of North Carolina,5,2005,1,5
/players/w/webstma02.html,Martell Webster,,6,2005,1,6
/players/v/villach01.html,Charlie Villanueva,University of Connecticut,7,2005,1,7
/players/f/fryech01.html,Channing Frye,University of Arizona,8,2005,1,8
/players/d/dioguik01.html,Ike Diogu,Arizona State University,9,2005,1,9
/players/b/bynuman01.html,Andrew Bynum,,10,2005,1,10
/players/v/vazqufr01.html,Fran Vazquez,,11,2005,1,11
/players/k/korolya01.html,Yaroslav Korolev,,12,2005,1,12
/players/m/mayse01.html,Sean May,University of North Carolina,13,2005,1,13
/players/m/mccanra01.html,Rashad McCants,University of North Carolina,14,2005,1,14
/players/w/wrighan01.html,Antoine Wright,Texas A&M University,15,2005,1,15
/players/g/grahajo01.html,Joey Graham,Oklahoma State University,16,2005,1,16
/players/g/grangda01.html,Danny Granger,University of New Mexico,17,2005,1,17
/players/g/greenge01.html,Gerald Green,,18,2005,1,18
/players/w/warriha01.html,Hakim Warrick,Syracuse University,19,2005,1,19
/players/h/hodgeju01.html,Julius Hodge,North Carolina State University,20,2005,1,20
/players/r/robinna01.html,Nate Robinson,University of Washington,21,2005,1,21
/players/j/jackja01.html,Jarrett Jack,Georgia Institute of Technology,22,2005,1,22
/players/g/garcifr01.html,Francisco Garcia,University of Louisville,23,2005,1,23
/players/h/headlu01.html,Luther Head,University of Illinois at Urbana-Champaign,24,2005,1,24
/players/p/petrojo01.html,Johan Petro,,25,2005,1,25
/players/m/maxieja01.html,Jason Maxiell,University of Cincinnati,26,2005,1,26
/players/k/kleizli01.html,Linas Kleiza,University of Missouri,27,2005,1,27
/players/m/mahinia01.html,Ian Mahinmi,,28,2005,1,28
/players/s/simiewa01.html,Wayne Simien,University of Kansas,29,2005,1,29
/players/l/leeda02.html,David Lee,University of Florida,30,2005,1,30
/players/s/stoudsa01.html,Salim Stoudamire,University of Arizona,31,2005,2,31
/players/e/ewingda01.html,Daniel Ewing,Duke University,32,2005,2,32
/players/b/bassbr01.html,Brandon Bass,Louisiana State University,33,2005,2,33
/players/m/milescj01.html,C.J. Miles,,34,2005,2,34
,Ricky Sanchez,,35,2005,2,35
/players/i/ilyaser01.html,Ersan Ilyasova,,36,2005,2,36
/players/t/turiaro01.html,Ronny Turiaf,Gonzaga University,37,2005,2,37
/players/d/dienetr01.html,Travis Diener,Marquette University,38,2005,2,38
/players/w/wafervo01.html,Von Wafer,Florida State University,39,2005,2,39
/players/e/ellismo01.html,Monta Ellis,,40,2005,2,40
/players/u/ukicro01.html,Roko Ukic,,41,2005,2,41
/players/t/taftch01.html,Chris Taft,University of Pittsburgh,42,2005,2,42
/players/i/ilicmi01.html,Mile Ilic,,43,2005,2,43
/players/a/andrima01.html,Martynas Andriuskevicius,,44,2005,2,44
/players/w/willilo02.html,Louis Williams,,45,2005,2,45
/players/l/lorbeer01.html,Erazem Lorbek,,46,2005,2,46
/players/w/wrighbr02.html,Bracey Wright,Indiana University,47,2005,2,47
/players/g/gelabmi01.html,Mickael Gelabale,,48,2005,2,48
/players/b/blatcan01.html,Andray Blatche,,49,2005,2,49
/players/g/gomesry01.html,Ryan Gomes,Providence College,50,2005,2,50
/players/w/whalero01.html,Robert Whaley,Walsh University,51,2005,2,51
/players/h/herveax01.html,Axel Hervelle,,52,2005,2,52
/players/g/greenor01.html,Orien Greene,University of Louisiana at Lafayette,53,2005,2,53
/players/t/thompdi01.html,Dijon Thompson,"University of California, Los Angeles",54,2005,2,54
/players/r/roberla01.html,Lawrence Roberts,Mississippi State University,55,2005,2,55
/players/j/johnsam01.html,Amir Johnson,,56,2005,2,56
/players/g/gortama01.html,Marcin Gortat,,57,2005,2,57
/players/s/slokaur01.html,Uros Slokar,,58,2005,2,58
/players/a/akyolce01.html,Cenk Akyol,,59,2005,2,59
/players/a/ackeral01.html,Alex Acker,Pepperdine University,60,2005,2,60
/players/b/bargnan01.html,Andrea Bargnani,,1,2006,1,1
/players/a/aldrila01.html,LaMarcus Aldridge,University of Texas at Austin,2,2006,1,2
/players/m/morriad01.html,Adam Morrison,Gonzaga University,3,2006,1,3
/players/t/thomaty01.html,Tyrus Thomas,Louisiana State University,4,2006,1,4
/players/w/willish02.html,Shelden Williams,Duke University,5,2006,1,5
/players/r/roybr01.html,Brandon Roy,University of Washington,6,2006,1,6
/players/f/foyera01.html,Randy Foye,Villanova University,7,2006,1,7
/players/g/gayru01.html,Rudy Gay,University of Connecticut,8,2006,1,8
/players/o/obryapa01.html,Patrick O'Bryant,Bradley University,9,2006,1,9
/players/s/senesa01.html,Mouhamed Sene,,10,2006,1,10
/players/r/redicjj01.html,J.J. Redick,Duke University,11,2006,1,11
/players/a/armsthi01.html,Hilton Armstrong,University of Connecticut,12,2006,1,12
/players/s/sefolth01.html,Thabo Sefolosha,,13,2006,1,13
/players/b/brewero02.html,Ronnie Brewer,University of Arkansas,14,2006,1,14
/players/s/simmoce01.html,Cedric Simmons,North Carolina State University,15,2006,1,15
/players/c/carnero01.html,Rodney Carney,University of Memphis,16,2006,1,16
/players/w/willish03.html,Shawne Williams,University of Memphis,17,2006,1,17
/players/p/pecheol01.html,Oleksiy Pecherov,,18,2006,1,18
/players/d/doubyqu01.html,Quincy Douby,Rutgers University,19,2006,1,19
/players/b/balkmre01.html,Renaldo Balkman,University of South Carolina,20,2006,1,20
/players/r/rondora01.html,Rajon Rondo,University of Kentucky,21,2006,1,21
/players/w/willima03.html,Marcus Williams,University of Connecticut,22,2006,1,22
/players/b/boonejo01.html,Josh Boone,University of Connecticut,23,2006,1,23
/players/l/lowryky01.html,Kyle Lowry,Villanova University,24,2006,1,24
/players/b/brownsh01.html,Shannon Brown,Michigan State University,25,2006,1,25
/players/f/farmajo01.html,Jordan Farmar,"University of California, Los Angeles",26,2006,1,26
/players/r/rodrise01.html,Sergio Rodriguez,,27,2006,1,27
/players/a/agerma01.html,Maurice Ager,Michigan State University,28,2006,1,28
/players/c/collima01.html,Mardy Collins,Temple University,29,2006,1,29
/players/f/freeljo01.html,Joel Freeland,,30,2006,1,30
/players/w/whiteja02.html,James White,University of Cincinnati,31,2006,2,31
/players/n/novakst01.html,Steve Novak,Marquette University,32,2006,2,32
/players/j/jonesso01.html,Solomon Jones,University of South Florida,33,2006,2,33
/players/d/davispa01.html,Paul Davis,Michigan State University,34,2006,2,34
/players/t/tuckepj01.html,P.J. Tucker,University of Texas at Austin,35,2006,2,35
/players/s/smithcr01.html,Craig Smith,Boston College,36,2006,2,36
/players/j/jonesbo02.html,Bobby Jones,University of Washington,37,2006,2,37
/players/p/perovko01.html,Kosta Perovic,,38,2006,2,38
/players/n/noelda01.html,David Noel,University of North Carolina,39,2006,2,39
,Denham Brown,University of Connecticut,40,2006,2,40
/players/a/augusja01.html,James Augustine,University of Illinois at Urbana-Champaign,41,2006,2,41
/players/g/gibsoda01.html,Daniel Gibson,University of Texas at Austin,42,2006,2,42
/players/v/vincima01.html,Marcus Vinicius,,43,2006,2,43
/players/e/eliyali01.html,Lior Eliyahu,,44,2006,2,44
/players/j/johnsal01.html,Alexander Johnson,Florida State University,45,2006,2,45
/players/b/brownde03.html,Dee Brown,University of Illinois at Urbana-Champaign,46,2006,2,46
/players/m/millspa01.html,Paul Millsap,Louisiana Tech University,47,2006,2,47
/players/v/veremvl01.html,Vladimir Veremeenko,,48,2006,2,48
/players/p/powele01.html,Leon Powe,University of California,49,2006,2,49
/players/h/holliry01.html,Ryan Hollins,"University of California, Los Angeles",50,2006,2,50
/players/s/sambch01.html,Cheikh Samb,,51,2006,2,51
/players/d/diazgu01.html,Guillermo Diaz,University of Miami,52,2006,2,52
/players/h/halpeyo01.html,Yotam Halperin,,53,2006,2,53
/players/a/adamsha01.html,Hassan Adams,University of Arizona,54,2006,2,54
/players/u/ugboaej01.html,Ejike Ugboaja,,55,2006,2,55
/players/b/bavcied01.html,Edin Bavcic,,56,2006,2,56
,Loukas Mavrokefalidis,,57,2006,2,57
,J.R. Pinnock,George Washington University,58,2006,2,58
/players/m/markoda01.html,Damir Markota,,59,2006,2,59
/players/b/blalowi01.html,Will Blalock,Iowa State University,60,2006,2,60
/players/o/odengr01.html,Greg Oden,Ohio State University,1,2007,1,1
/players/d/duranke01.html,Kevin Durant,University of Texas at Austin,2,2007,1,2
/players/h/horfoal01.html,Al Horford,University of Florida,3,2007,1,3
/players/c/conlemi01.html,Mike Conley,Ohio State University,4,2007,1,4
/players/g/greenje02.html,Jeff Green,Georgetown University,5,2007,1,5
/players/j/jianlyi01.html,Yi Jianlian,,6,2007,1,6
/players/b/breweco01.html,Corey Brewer,University of Florida,7,2007,1,7
/players/w/wrighbr03.html,Brandan Wright,University of North Carolina,8,2007,1,8
/players/n/noahjo01.html,Joakim Noah,University of Florida,9,2007,1,9
/players/h/hawessp01.html,Spencer Hawes,University of Washington,10,2007,1,10
/players/l/lawac01.html,Acie Law,Texas A&M University,11,2007,1,11
/players/y/youngth01.html,Thaddeus Young,Georgia Institute of Technology,12,2007,1,12
/players/w/wrighju01.html,Julian Wright,University of Kansas,13,2007,1,13
/players/t/thornal01.html,Al Thornton,Florida State University,14,2007,1,14
/players/s/stuckro01.html,Rodney Stuckey,Eastern Washington University,15,2007,1,15
/players/y/youngni01.html,Nick Young,University of Southern California,16,2007,1,16
/players/w/willise01.html,Sean Williams,Boston College,17,2007,1,17
/players/b/belinma01.html,Marco Belinelli,,18,2007,1,18
/players/c/crittja01.html,Javaris Crittenton,Georgia Institute of Technology,19,2007,1,19
/players/s/smithja02.html,Jason Smith,Colorado State University,20,2007,1,20
/players/c/cookda02.html,Daequan Cook,Ohio State University,21,2007,1,21
/players/d/dudleja01.html,Jared Dudley,Boston College,22,2007,1,22
/players/c/chandwi01.html,Wilson Chandler,DePaul University,23,2007,1,23
/players/f/fernaru01.html,Rudy Fernandez,,24,2007,1,24
/players/a/almonmo01.html,Morris Almond,Rice University,25,2007,1,25
/players/b/brookaa01.html,Aaron Brooks,University of Oregon,26,2007,1,26
/players/a/afflaar01.html,Arron Afflalo,"University of California, Los Angeles",27,2007,1,27
/players/s/splitti01.html,Tiago Splitter,,28,2007,1,28
/players/t/tuckeal02.html,Alando Tucker,University of Wisconsin,29,2007,1,29
/players/k/koponpe01.html,Petteri Koponen,,30,2007,1,30
/players/l/landrca01.html,Carl Landry,Purdue University,31,2007,2,31
/players/p/pruitga01.html,Gabe Pruitt,University of Southern California,32,2007,2,32
/players/w/willima04.html,Marcus Williams,University of Arizona,33,2007,2,33
/players/f/fazekni01.html,Nick Fazekas,"University of Nevada, Reno",34,2007,2,34
/players/d/davisgl01.html,Glen Davis,Louisiana State University,35,2007,2,35
/players/d/davidje01.html,Jermareo Davidson,University of Alabama,36,2007,2,36
/players/m/mcrobjo01.html,Josh McRoberts,Duke University,37,2007,2,37
/players/f/fesenky01.html,Kyrylo Fesenko,,38,2007,2,38
/players/b/baracst01.html,Stanko Barac,,39,2007,2,39
/players/y/yuesu01.html,Sun Yue,,40,2007,2,40
/players/r/richach01.html,Chris Richard,University of Florida,41,2007,2,41
/players/b/byarsde01.html,Derrick Byars,Vanderbilt University,42,2007,2,42
,Adam Haluska,University of Iowa,43,2007,2,43
,Reyshawn Terry,University of North Carolina,44,2007,2,44
,Jared Jordan,Marist College,45,2007,2,45
/players/l/lasmest01.html,Stephane Lasme,University of Massachusetts Amherst,46,2007,2,46
/players/m/mcguido01.html,Dominic McGuire,"California State University, Fresno",47,2007,2,47
/players/g/gasolma01.html,Marc Gasol,,48,2007,2,48
/players/g/grayaa01.html,Aaron Gray,University of Pittsburgh,49,2007,2,49
/players/s/seibure01.html,Renaldas Seibutis,,50,2007,2,50
/players/c/curryja01.html,JamesOn Curry,Oklahoma State University,51,2007,2,51
/players/g/greenta01.html,Taurean Green,University of Florida,52,2007,2,52
/players/n/nichode01.html,Demetris Nichols,Syracuse University,53,2007,2,53
/players/n/newlebr01.html,Brad Newley,,54,2007,2,54
,Herbert Hill,Providence College,55,2007,2,55
/players/s/sessira01.html,Ramon Sessions,"University of Nevada, Reno",56,2007,2,56
,Sammy Mejia,DePaul University,57,2007,2,57
/players/p/printgi01.html,Giorgos Printezis,,58,2007,2,58
/players/s/strawdj01.html,D.J. Strawberry,University of Maryland,59,2007,2,59
/players/r/rakovmi01.html,Milovan Rakovic,,60,2007,2,60
/players/r/rosede01.html,Derrick Rose,University of Memphis,1,2008,1,1
/players/b/beaslmi01.html,Michael Beasley,Kansas State University,2,2008,1,2
/players/m/mayooj01.html,O.J. Mayo,University of Southern California,3,2008,1,3
/players/w/westbru01.html,Russell Westbrook,"University of California, Los Angeles",4,2008,1,4
/players/l/loveke01.html,Kevin Love,"University of California, Los Angeles",5,2008,1,5
/players/g/gallida01.html,Danilo Gallinari,,6,2008,1,6
/players/g/gordoer01.html,Eric Gordon,Indiana University,7,2008,1,7
/players/a/alexajo01.html,Joe Alexander,West Virginia University,8,2008,1,8
/players/a/augusdj01.html,D.J. Augustin,University of Texas at Austin,9,2008,1,9
/players/l/lopezbr01.html,Brook Lopez,Stanford University,10,2008,1,10
/players/b/bayleje01.html,Jerryd Bayless,University of Arizona,11,2008,1,11
/players/t/thompja02.html,Jason Thompson,Rider University,12,2008,1,12
/players/r/rushbr01.html,Brandon Rush,University of Kansas,13,2008,1,13
/players/r/randoan01.html,Anthony Randolph,Louisiana State University,14,2008,1,14
/players/l/lopezro01.html,Robin Lopez,Stanford University,15,2008,1,15
/players/s/speigma01.html,Marreese Speights,University of Florida,16,2008,1,16
/players/h/hibbero01.html,Roy Hibbert,Georgetown University,17,2008,1,17
/players/m/mcgeeja01.html,JaVale McGee,"University of Nevada, Reno",18,2008,1,18
/players/h/hicksjj01.html,J.J. Hickson,North Carolina State University,19,2008,1,19
/players/a/ajincal01.html,Alexis Ajinca,,20,2008,1,20
/players/a/anderry01.html,Ryan Anderson,University of California,21,2008,1,21
/players/l/leeco01.html,Courtney Lee,Western Kentucky University,22,2008,1,22
/players/k/koufoko01.html,Kosta Koufos,Ohio State University,23,2008,1,23
/players/i/ibakase01.html,Serge Ibaka,,24,2008,1,24
/players/b/batumni01.html,Nicolas Batum,,25,2008,1,25
/players/h/hillge01.html,George Hill,Indiana University-Purdue University Indianapolis,26,2008,1,26
/players/a/arthuda01.html,Darrell Arthur,University of Kansas,27,2008,1,27
/players/g/greendo01.html,Donte Greene,Syracuse University,28,2008,1,28
/players/w/whitedj01.html,D.J. White,Indiana University,29,2008,1,29
/players/g/giddejr01.html,J.R. Giddens,University of New Mexico,30,2008,1,30
/players/p/pekovni01.html,Nikola Pekovic,,31,2008,2,31
/players/s/sharpwa01.html,Walter Sharpe,University of Alabama at Birmingham,32,2008,2,32
/players/d/dorsejo01.html,Joey Dorsey,University of Memphis,33,2008,2,33
/players/c/chalmma01.html,Mario Chalmers,University of Kansas,34,2008,2,34
/players/j/jordade01.html,DeAndre Jordan,Texas A&M University,35,2008,2,35
/players/a/asikom01.html,Omer Asik,,36,2008,2,36
/players/m/mbahalu01.html,Luc Mbah a Moute,"University of California, Los Angeles",37,2008,2,37
/players/w/weaveky01.html,Kyle Weaver,Washington State University,38,2008,2,38
/players/w/weemsso01.html,Sonny Weems,University of Arkansas,39,2008,2,39
/players/d/douglch01.html,Chris Douglas-Roberts,University of Memphis,40,2008,2,40
/players/j/jawaina01.html,Nathan Jawai,,41,2008,2,41
/players/s/singlse01.html,Sean Singletary,University of Virginia,42,2008,2,42
/players/e/ewingpa02.html,Patrick Ewing,Georgetown University,43,2008,2,43
/players/t/tomican01.html,Ante Tomic,,44,2008,2,44
/players/d/dragigo01.html,Goran Dragic,,45,2008,2,45
,Trent Plaisted,Brigham Young University Hawaii,46,2008,2,46
/players/w/walkebi01.html,Bill Walker,Kansas State University,47,2008,2,47
/players/h/hairsma01.html,Malik Hairston,University of Oregon,48,2008,2,48
,Richard Hendrix,University of Alabama,49,2008,2,49
/players/h/hardide01.html,DeVon Hardin,University of California,50,2008,2,50
,Shan Foster,Vanderbilt University,51,2008,2,51
/players/j/jacksda01.html,Darnell Jackson,University of Kansas,52,2008,2,52
/players/d/dragita01.html,Tadija Dragicevic,,53,2008,2,53
/players/l/leunema01.html,Maarty Leunen,University of Oregon,54,2008,2,54
/players/t/taylomi01.html,Mike Taylor,Iowa State University,55,2008,2,55
/players/k/kaunsa01.html,Sasha Kaun,University of Kansas,56,2008,2,56
,James Gist,University of Maryland,57,2008,2,57
/players/c/crawfjo01.html,Joe Crawford,University of Kentucky,58,2008,2,58
,Deron Washington,Virginia Polytechnic Institute and State University,59,2008,2,59
/players/e/erdense01.html,Semih Erden,,60,2008,2,60
/players/g/griffbl01.html,Blake Griffin,University of Oklahoma,1,2009,1,1
/players/t/thabeha01.html,Hasheem Thabeet,University of Connecticut,2,2009,1,2
/players/h/hardeja01.html,James Harden,Arizona State University,3,2009,1,3
/players/e/evansty01.html,Tyreke Evans,University of Memphis,4,2009,1,4
/players/r/rubiori01.html,Ricky Rubio,,5,2009,1,5
/players/f/flynnjo01.html,Jonny Flynn,Syracuse University,6,2009,1,6
/players/c/curryst01.html,Stephen Curry,Davidson College,7,2009,1,7
/players/h/hilljo01.html,Jordan Hill,University of Arizona,8,2009,1,8
/players/d/derozde01.html,DeMar DeRozan,University of Southern California,9,2009,1,9
/players/j/jennibr01.html,Brandon Jennings,,10,2009,1,10
/players/w/willite01.html,Terrence Williams,University of Louisville,11,2009,1,11
/players/h/hendege02.html,Gerald Henderson,Duke University,12,2009,1,12
/players/h/hansbty01.html,Tyler Hansbrough,University of North Carolina,13,2009,1,13
/players/c/clarkea01.html,Earl Clark,University of Louisville,14,2009,1,14
/players/d/dayeau01.html,Austin Daye,Gonzaga University,15,2009,1,15
/players/j/johnsja01.html,James Johnson,Wake Forest University,16,2009,1,16
/players/h/holidjr01.html,Jrue Holiday,"University of California, Los Angeles",17,2009,1,17
/players/l/lawsoty01.html,Ty Lawson,University of North Carolina,18,2009,1,18
/players/t/teaguje01.html,Jeff Teague,Wake Forest University,19,2009,1,19
/players/m/maynoer01.html,Eric Maynor,Virginia Commonwealth University,20,2009,1,20
/players/c/collida01.html,Darren Collison,"University of California, Los Angeles",21,2009,1,21
/players/c/clavevi01.html,Victor Claver,,22,2009,1,22
/players/c/casspom01.html,Omri Casspi,,23,2009,1,23
/players/m/mulleby01.html,Byron Mullens,Ohio State University,24,2009,1,24
/players/b/beaubro01.html,Rodrigue Beaubois,,25,2009,1,25
/players/g/gibsota01.html,Taj Gibson,University of Southern California,26,2009,1,26
/players/c/carrode01.html,DeMarre Carroll,University of Missouri,27,2009,1,27
/players/e/ellinwa01.html,Wayne Ellington,University of North Carolina,28,2009,1,28
/players/d/douglto01.html,Toney Douglas,Florida State University,29,2009,1,29
/players/e/eyengch01.html,Christian Eyenga,,30,2009,1,30
/players/p/pendeje02.html,Jeff Pendergraph,Arizona State University,31,2009,2,31
/players/t/tayloje02.html,Jermaine Taylor,University of Central Florida,32,2009,2,32
/players/c/cunnida01.html,Dante Cunningham,Villanova University,33,2009,2,33
/players/l/llullse01.html,Sergio Llull,,34,2009,2,34
/players/s/summeda01.html,DaJuan Summers,Georgetown University,35,2009,2,35
/players/y/youngsa01.html,Sam Young,University of Pittsburgh,36,2009,2,36
/players/b/blairde01.html,DeJuan Blair,University of Pittsburgh,37,2009,2,37
/players/b/brockjo01.html,Jon Brockman,University of Washington,38,2009,2,38
/players/j/jerebjo01.html,Jonas Jerebko,,39,2009,2,39
/players/b/brownde04.html,Derrick Brown,Xavier University,40,2009,2,40
/players/m/meeksjo01.html,Jodie Meeks,University of Kentucky,41,2009,2,41
/players/b/beverpa01.html,Patrick Beverley,University of Arkansas,42,2009,2,42
/players/t/thornma01.html,Marcus Thornton,Louisiana State University,43,2009,2,43
/players/b/budinch01.html,Chase Budinger,University of Arizona,44,2009,2,44
/players/c/calatni01.html,Nick Calathes,University of Florida,45,2009,2,45
/players/g/greenda02.html,Danny Green,University of North Carolina,46,2009,2,46
/players/n/norelhe01.html,Henk Norel,,47,2009,2,47
/players/g/griffta01.html,Taylor Griffin,University of Oklahoma,48,2009,2,48
/players/g/gladyse01.html,Sergiy Gladyr,,49,2009,2,49
,Goran Suton,Michigan State University,50,2009,2,50
,Jack McClinton,University of Miami,51,2009,2,51
/players/p/priceaj01.html,A.J. Price,University of Connecticut,52,2009,2,52
/players/d/decolna01.html,Nando De Colo,,53,2009,2,53
,Robert Vaden,University of Alabama at Birmingham,54,2009,2,54
/players/m/millspa02.html,Patrick Mills,Saint Mary's College of California,55,2009,2,55
,Ahmad Nivins,Saint Joseph's University,56,2009,2,56
/players/p/preldem01.html,Emir Preldzic,,57,2009,2,57
/players/h/hudsole01.html,Lester Hudson,University of Tennessee at Martin,58,2009,2,58
/players/e/elonuch01.html,Chinemelu Elonu,Texas A&M University,59,2009,2,59
,Robert Dozier,University of Memphis,60,2009,2,60
/players/w/walljo01.html,John Wall,University of Kentucky,1,2010,1,1
/players/t/turneev01.html,Evan Turner,Ohio State University,2,2010,1,2
/players/f/favorde01.html,Derrick Favors,Georgia Institute of Technology,3,2010,1,3
/players/j/johnswe01.html,Wesley Johnson,Syracuse University,4,2010,1,4
/players/c/couside01.html,DeMarcus Cousins,University of Kentucky,5,2010,1,5
/players/u/udohek01.html,Ekpe Udoh,Baylor University,6,2010,1,6
/players/m/monrogr01.html,Greg Monroe,Georgetown University,7,2010,1,7
/players/a/aminual01.html,Al-Farouq Aminu,Wake Forest University,8,2010,1,8
/players/h/haywago01.html,Gordon Hayward,Butler University,9,2010,1,9
/players/g/georgpa01.html,Paul George,"California State University, Fresno",10,2010,1,10
/players/a/aldrico01.html,Cole Aldrich,University of Kansas,11,2010,1,11
/players/h/henryxa01.html,Xavier Henry,University of Kansas,12,2010,1,12
/players/d/davised01.html,Ed Davis,University of North Carolina,13,2010,1,13
/players/p/pattepa01.html,Patrick Patterson,University of Kentucky,14,2010,1,14
/players/s/sandela01.html,Larry Sanders,Virginia Commonwealth University,15,2010,1,15
/players/b/babbilu01.html,Luke Babbitt,"University of Nevada, Reno",16,2010,1,16
/players/s/serapke01.html,Kevin Seraphin,,17,2010,1,17
/players/b/bledser01.html,Eric Bledsoe,University of Kentucky,18,2010,1,18
/players/b/bradlav01.html,Avery Bradley,University of Texas at Austin,19,2010,1,19
/players/a/anderja01.html,James Anderson,Oklahoma State University,20,2010,1,20
/players/b/brackcr01.html,Craig Brackins,Iowa State University,21,2010,1,21
/players/w/williel01.html,Elliot Williams,University of Memphis,22,2010,1,22
/players/b/booketr01.html,Trevor Booker,Clemson University,23,2010,1,23
/players/j/jamesda01.html,Damion James,University of Texas at Austin,24,2010,1,24
/players/j/jonesdo02.html,Dominique Jones,University of South Florida,25,2010,1,25
/players/p/pondequ01.html,Quincy Pondexter,University of Washington,26,2010,1,26
/players/c/crawfjo02.html,Jordan Crawford,Xavier University,27,2010,1,27
/players/v/vasqugr01.html,Greivis Vasquez,University of Maryland,28,2010,1,28
/players/o/ortonda01.html,Daniel Orton,University of Kentucky,29,2010,1,29
/players/h/haywala01.html,Lazar Hayward,Marquette University,30,2010,1,30
/players/p/pleisti01.html,Tibor Pleiss,,31,2010,2,31
/players/p/pittmde01.html,Dexter Pittman,University of Texas at Austin,32,2010,2,32
/players/w/whiteha01.html,Hassan Whiteside,Marshall University,33,2010,2,33
/players/j/johnsar02.html,Armon Johnson,"University of Nevada, Reno",34,2010,2,34
/players/b/bjeline01.html,Nemanja Bjelica,,35,2010,2,35
,Terrico White,University of Mississippi,36,2010,2,36
/players/h/hobsoda01.html,Darington Hobson,University of New Mexico,37,2010,2,37
/players/r/rautian01.html,Andy Rautins,Syracuse University,38,2010,2,38
/players/f/fieldla01.html,Landry Fields,Stanford University,39,2010,2,39
/players/s/stephla01.html,Lance Stephenson,University of Cincinnati,40,2010,2,40
/players/v/varnaja01.html,Jarvis Varnado,Mississippi State University,41,2010,2,41
,Da'Sean Butler,West Virginia University,42,2010,2,42
/players/e/ebankde01.html,Devin Ebanks,West Virginia University,43,2010,2,43
/players/j/jordaje01.html,Jerome Jordan,University of Tulsa,44,2010,2,44
/players/p/prestpa01.html,Paulao Prestes,,45,2010,2,45
/players/l/lawalga01.html,Gani Lawal,Georgia Institute of Technology,46,2010,2,46
,Tiny Gallon,University of Oklahoma,47,2010,2,47
/players/w/willila01.html,Latavious Williams,,48,2010,2,48
/players/r/richary01.html,Ryan Richards,,49,2010,2,49
/players/a/alabiso01.html,Solomon Alabi,Florida State University,50,2010,2,50
,Magnum Rolle,Louisiana Tech University,51,2010,2,51
/players/h/haranlu01.html,Luke Harangody,University of Notre Dame,52,2010,2,52
/players/s/sypa01.html,Pape Sy,,53,2010,2,53
/players/w/warrewi01.html,Willie Warren,University of Oklahoma,54,2010,2,54
/players/e/evansje01.html,Jeremy Evans,Western Kentucky University,55,2010,2,55
/players/n/ndiayha01.html,Hamady N'Diaye,Rutgers University,56,2010,2,56
/players/r/reidry01.html,Ryan Reid,Florida State University,57,2010,2,57
/players/c/caracde01.html,Derrick Caracter,University of Texas at El Paso,58,2010,2,58
,Stanley Robinson,University of Connecticut,59,2010,2,59
/players/c/collidw01.html,Dwayne Collins,University of Miami,60,2010,2,60
/players/i/irvinky01.html,Kyrie Irving,Duke University,1,2011,1,1
/players/w/willide02.html,Derrick Williams,University of Arizona,2,2011,1,2
/players/k/kanteen01.html,Enes Kanter,,3,2011,1,3
/players/t/thomptr01.html,Tristan Thompson,University of Texas at Austin,4,2011,1,4
/players/v/valanjo01.html,Jonas Valanciunas,,5,2011,1,5
/players/v/veselja01.html,Jan Vesely,,6,2011,1,6
/players/b/biyombi01.html,Bismack Biyombo,,7,2011,1,7
/players/k/knighbr03.html,Brandon Knight,University of Kentucky,8,2011,1,8
/players/w/walkeke02.html,Kemba Walker,University of Connecticut,9,2011,1,9
/players/f/fredeji01.html,Jimmer Fredette,Brigham Young University,10,2011,1,10
/players/t/thompkl01.html,Klay Thompson,Washington State University,11,2011,1,11
/players/b/burksal01.html,Alec Burks,University of Colorado,12,2011,1,12
/players/m/morrima02.html,Markieff Morris,University of Kansas,13,2011,1,13
/players/m/morrima03.html,Marcus Morris,University of Kansas,14,2011,1,14
/players/l/leonaka01.html,Kawhi Leonard,San Diego State University,15,2011,1,15
/players/v/vucevni01.html,Nikola Vucevic,University of Southern California,16,2011,1,16
/players/s/shumpim01.html,Iman Shumpert,Georgia Institute of Technology,17,2011,1,17
/players/s/singlch01.html,Chris Singleton,Florida State University,18,2011,1,18
/players/h/harrito02.html,Tobias Harris,University of Tennessee,19,2011,1,19
/players/m/motiedo01.html,Donatas Motiejunas,,20,2011,1,20
/players/s/smithno01.html,Nolan Smith,Duke University,21,2011,1,21
/players/f/farieke01.html,Kenneth Faried,Morehead State University,22,2011,1,22
