link,name,college,Rk,Year,Rd,Pk
/players/m/mirotni01.html,Nikola Mirotic,,23,2011,1,23
/players/j/jacksre01.html,Reggie Jackson,Boston College,24,2011,1,24
/players/b/brookma01.html,MarShon Brooks,Providence College,25,2011,1,25
/players/h/hamiljo02.html,Jordan Hamilton,University of Texas at Austin,26,2011,1,26
/players/j/johnsja02.html,JaJuan Johnson,Purdue University,27,2011,1,27
/players/c/coleno01.html,Norris Cole,Cleveland State University,28,2011,1,28
/players/j/josepco01.html,Cory Joseph,University of Texas at Austin,29,2011,1,29
/players/b/butleji01.html,Jimmy Butler,Marquette University,30,2011,1,30
/players/b/bogdabo02.html,Bojan Bogdanovic,,31,2011,2,31
/players/h/harpeju01.html,Justin Harper,University of Richmond,32,2011,2,32
/players/s/singlky01.html,Kyle Singler,Duke University,33,2011,2,33
/players/m/macksh01.html,Shelvin Mack,Butler University,34,2011,2,34
/players/h/honeyty01.html,Tyler Honeycutt,"University of California, Los Angeles",35,2011,2,35
/players/w/willijo03.html,Jordan Williams,University of Maryland,36,2011,2,36
/players/t/thomptr02.html,Trey Thompkins,University of Georgia,37,2011,2,37
/players/p/parsoch01.html,Chandler Parsons,University of Florida,38,2011,2,38
/players/t/tylerje01.html,Jeremy Tyler,,39,2011,2,39
/players/l/leuerjo01.html,Jon Leuer,University of Wisconsin,40,2011,2,40
/players/m/morrida01.html,Darius Morris,University of Michigan,41,2011,2,41
/players/b/bertada01.html,Davis Bertans,,42,2011,2,42
/players/l/leema01.html,Malcolm Lee,"University of California, Los Angeles",43,2011,2,43
/players/j/jenkich01.html,Charles Jenkins,Hofstra University,44,2011,2,44
/players/h/harrejo01.html,Josh Harrellson,University of Kentucky,45,2011,2,45
/players/g/goudean01.html,Andrew Goudelock,College of Charleston,46,2011,2,46
/players/l/leslitr01.html,Travis Leslie,University of Georgia,47,2011,2,47
/players/b/bensoke02.html,Keith Benson,Oakland University,48,2011,2,48
/players/s/selbyjo01.html,Josh Selby,University of Kansas,49,2011,2,49
/players/a/allenla01.html,Lavoy Allen,Temple University,50,2011,2,50
/players/d/diebljo01.html,Jon Diebler,Ohio State University,51,2011,2,51
/players/m/macklve01.html,Vernon Macklin,University of Florida,52,2011,2,52
/players/l/liggide01.html,DeAndre Liggins,University of Kentucky,53,2011,2,53
/players/m/macvami01.html,Milan Macvan,,54,2011,2,54
/players/m/mooreet01.html,E'Twaun Moore,Purdue University,55,2011,2,55
/players/m/maduach01.html,Chukwudiebere Maduabum,,56,2011,2,56
,Targuy Ngombo,,57,2011,2,57
/players/m/majokat01.html,Ater Majok,,58,2011,2,58
/players/h/hangaad01.html,Adam Hanga,,59,2011,2,59
/players/t/thomais02.html,Isaiah Thomas,University of Washington,60,2011,2,60
/players/d/davisan02.html,Anthony Davis,University of Kentucky,1,2012,1,1
/players/k/kiddgmi01.html,Michael Kidd-Gilchrist,University of Kentucky,2,2012,1,2
/players/b/bealbr01.html,Bradley Beal,University of Florida,3,2012,1,3
/players/w/waitedi01.html,Dion Waiters,Syracuse University,4,2012,1,4
/players/r/robinth01.html,Thomas Robinson,University of Kansas,5,2012,1,5
/players/l/lillada01.html,Damian Lillard,Weber State University,6,2012,1,6
/players/b/barneha02.html,Harrison Barnes,University of North Carolina,7,2012,1,7
/players/r/rosste01.html,Terrence Ross,University of Washington,8,2012,1,8
/players/d/drumman01.html,Andre Drummond,University of Connecticut,9,2012,1,9
/players/r/riverau01.html,Austin Rivers,Duke University,10,2012,1,10
/players/l/leoname01.html,Meyers Leonard,University of Illinois at Urbana-Champaign,11,2012,1,11
/players/l/lambje01.html,Jeremy Lamb,University of Connecticut,12,2012,1,12
/players/m/marshke01.html,Kendall Marshall,University of North Carolina,13,2012,1,13
/players/h/hensojo01.html,John Henson,University of North Carolina,14,2012,1,14
/players/h/harklma01.html,Maurice Harkless,St. John's University,15,2012,1,15
/players/w/whitero03.html,Royce White,Iowa State University,16,2012,1,16
/players/z/zellety01.html,Tyler Zeller,University of North Carolina,17,2012,1,17
/players/j/joneste01.html,Terrence Jones,University of Kentucky,18,2012,1,18
/players/n/nichoan01.html,Andrew Nicholson,St. Bonaventure University,19,2012,1,19
/players/f/fournev01.html,Evan Fournier,,20,2012,1,20
/players/s/sullija01.html,Jared Sullinger,Ohio State University,21,2012,1,21
/players/m/melofa01.html,Fab Melo,Syracuse University,22,2012,1,22
/players/j/jenkijo01.html,John Jenkins,Vanderbilt University,23,2012,1,23
/players/c/cunnija01.html,Jared Cunningham,Oregon State University,24,2012,1,24
/players/w/wroteto01.html,Tony Wroten,University of Washington,25,2012,1,25
/players/p/plumlmi01.html,Miles Plumlee,Duke University,26,2012,1,26
/players/m/moultar01.html,Arnett Moultrie,Mississippi State University,27,2012,1,27
/players/j/jonespe01.html,Perry Jones,Baylor University,28,2012,1,28
/players/t/teaguma01.html,Marquis Teague,University of Kentucky,29,2012,1,29
/players/e/ezelife01.html,Festus Ezeli,Vanderbilt University,30,2012,1,30
/players/t/tayloje03.html,Jeff Taylor,Vanderbilt University,31,2012,2,31
/players/s/satorto01.html,Tomas Satoransky,,32,2012,2,32
/players/j/jamesbe01.html,Bernard James,Florida State University,33,2012,2,33
/players/c/crowdja01.html,Jae Crowder,Marquette University,34,2012,2,34
/players/g/greendr01.html,Draymond Green,Michigan State University,35,2012,2,35
/players/j/johnsor01.html,Orlando Johnson,"University of California, Santa Barbara",36,2012,2,36
/players/a/acyqu01.html,Quincy Acy,Baylor University,37,2012,2,37
/players/m/millequ01.html,Quincy Miller,Baylor University,38,2012,2,38
/players/m/middlkh01.html,Khris Middleton,Texas A&M University,39,2012,2,39
/players/b/bartowi01.html,Will Barton,University of Memphis,40,2012,2,40
/players/t/tayloty01.html,Tyshawn Taylor,University of Kansas,41,2012,2,41
/players/l/lambdo01.html,Doron Lamb,University of Kentucky,42,2012,2,42
/players/s/scottmi01.html,Mike Scott,University of Virginia,43,2012,2,43
/players/e/engliki01.html,Kim English,University of Missouri,44,2012,2,44
/players/h/hamilju01.html,Justin Hamilton,Louisiana State University,45,2012,2,45
/players/m/milleda01.html,Darius Miller,University of Kentucky,46,2012,2,46
/players/m/murphke01.html,Kevin Murphy,Tennessee Technological University,47,2012,2,47
/players/p/papanko01.html,Kostas Papanikolaou,,48,2012,2,48
/players/o/oquinky01.html,Kyle O'Quinn,Norfolk State University,49,2012,2,49
/players/t/turkyiz01.html,Izzet Turkyilmaz,,50,2012,2,50
/players/j/josepkr01.html,Kris Joseph,Syracuse University,51,2012,2,51
/players/k/kuzmiog01.html,Ognjen Kuzmic,,52,2012,2,52
/players/a/aldemfu01.html,Furkan Aldemir,,53,2012,2,53
/players/s/shengto01.html,Tornike Shengelia,,54,2012,2,54
/players/j/johnsda03.html,Darius Johnson-Odom,Marquette University,55,2012,2,55
/players/z/zubcito01.html,Tomislav Zubcic,,56,2012,2,56
/players/k/karamil01.html,Ilkan Karaman,,57,2012,2,57
/players/h/hummero01.html,Robbie Hummel,Purdue University,58,2012,2,58
/players/d/denmoma01.html,Marcus Denmon,University of Missouri,59,2012,2,59
/players/s/sacrero01.html,Robert Sacre,Gonzaga University,60,2012,2,60
/players/b/bennean01.html,Anthony Bennett,"University of Nevada, Las Vegas",1,2013,1,1
/players/o/oladivi01.html,Victor Oladipo,Indiana University,2,2013,1,2
/players/p/porteot01.html,Otto Porter,Georgetown University,3,2013,1,3
/players/z/zelleco01.html,Cody Zeller,Indiana University,4,2013,1,4
/players/l/lenal01.html,Alex Len,University of Maryland,5,2013,1,5
/players/n/noelne01.html,Nerlens Noel,University of Kentucky,6,2013,1,6
/players/m/mclembe01.html,Ben McLemore,University of Kansas,7,2013,1,7
/players/c/caldwke01.html,Kentavious Caldwell-Pope,University of Georgia,8,2013,1,8
/players/b/burketr01.html,Trey Burke,University of Michigan,9,2013,1,9
/players/m/mccolcj01.html,CJ McCollum,Lehigh University,10,2013,1,10
/players/c/cartemi01.html,Michael Carter-Williams,Syracuse University,11,2013,1,11
/players/a/adamsst01.html,Steven Adams,University of Pittsburgh,12,2013,1,12
/players/o/olynyke01.html,Kelly Olynyk,Gonzaga University,13,2013,1,13
/players/m/muhamsh01.html,Shabazz Muhammad,"University of California, Los Angeles",14,2013,1,14
/players/a/antetgi01.html,Giannis Antetokounmpo,,15,2013,1,15
/players/n/noguelu01.html,Lucas Nogueira,,16,2013,1,16
/players/s/schrode01.html,Dennis Schroder,,17,2013,1,17
/players/l/larkish01.html,Shane Larkin,University of Miami,18,2013,1,18
/players/k/karasse01.html,Sergey Karasev,,19,2013,1,19
/players/s/snellto01.html,Tony Snell,University of New Mexico,20,2013,1,20
/players/d/dienggo01.html,Gorgui Dieng,University of Louisville,21,2013,1,21
/players/p/plumlma01.html,Mason Plumlee,Duke University,22,2013,1,22
/players/h/hillso01.html,Solomon Hill,University of Arizona,23,2013,1,23
/players/h/hardati02.html,Tim Hardaway,University of Michigan,24,2013,1,24
/players/b/bullore01.html,Reggie Bullock,University of North Carolina,25,2013,1,25
/players/r/roberan03.html,Andre Roberson,University of Colorado,26,2013,1,26
/players/g/goberru01.html,Rudy Gobert,,27,2013,1,27
/players/j/jeancli01.html,Livio Jean-Charles,,28,2013,1,28
/players/g/goodwar01.html,Archie Goodwin,University of Kentucky,29,2013,1,29
/players/n/nedovne01.html,Nemanja Nedovic,,30,2013,1,30
/players/c/crabbal01.html,Allen Crabbe,University of California,31,2013,2,31
/players/a/abrinal01.html,Alex Abrines,,32,2013,2,32
/players/f/felixca01.html,Carrick Felix,Arizona State University,33,2013,2,33
/players/c/canaais01.html,Isaiah Canaan,Murray State University,34,2013,2,34
/players/r/ricegl02.html,Glen Rice,Georgia Institute of Technology,35,2013,2,35
/players/m/mccalra01.html,Ray McCallum,University of Detroit Mercy,36,2013,2,36
/players/m/mitchto02.html,Tony Mitchell,University of North Texas,37,2013,2,37
/players/w/woltena01.html,Nate Wolters,South Dakota State University,38,2013,2,38
/players/w/witheje01.html,Jeff Withey,University of Kansas,39,2013,2,39
/players/j/jerregr01.html,Grant Jerrett,University of Arizona,40,2013,2,40
/players/f/frankja01.html,Jamaal Franklin,San Diego State University,41,2013,2,41
/players/j/jackspi01.html,Pierre Jackson,Baylor University,42,2013,2,42
/players/l/ledori01.html,Ricky Ledo,Providence College,43,2013,2,43
/players/m/muscami01.html,Mike Muscala,Bucknell University,44,2013,2,44
/players/t/todorma01.html,Marko Todorovic,,45,2013,2,45
/players/g/greener01.html,Erick Green,Virginia Polytechnic Institute and State University,46,2013,2,46
/players/n/netora01.html,Raul Neto,,47,2013,2,47
/players/k/kellyry01.html,Ryan Kelly,Duke University,48,2013,2,48
/players/m/murpher01.html,Erik Murphy,University of Florida,49,2013,2,49
/players/e/ennisja01.html,James Ennis,"California State University, Long Beach",50,2013,2,50
,Romero Osby,University of Oklahoma,51,2013,2,51
/players/b/brownlo01.html,Lorenzo Brown,North Carolina State University,52,2013,2,52
/players/i/iversco01.html,Colton Iverson,Colorado State University,53,2013,2,53
/players/k/kazemar01.html,Arsalan Kazemi,University of Oregon,54,2013,2,54
/players/l/lauvejo01.html,Joffrey Lauvergne,,55,2013,2,55
/players/s/sivape01.html,Peyton Siva,University of Louisville,56,2013,2,56
/players/o/oriakal01.html,Alex Oriakhi,University of Missouri,57,2013,2,57
/players/t/thomade01.html,Deshaun Thomas,Ohio State University,58,2013,2,58
/players/d/dubljbo01.html,Bojan Dubljevic,,59,2013,2,59
/players/t/timmaja01.html,Janis Timma,,60,2013,2,60
/players/w/wiggian01.html,Andrew Wiggins,University of Kansas,1,2014,1,1
/players/p/parkeja01.html,Jabari Parker,Duke University,2,2014,1,2
/players/e/embiijo01.html,Joel Embiid,University of Kansas,3,2014,1,3
/players/g/gordoaa01.html,Aaron Gordon,University of Arizona,4,2014,1,4
/players/e/exumda01.html,Dante Exum,,5,2014,1,5
/players/s/smartma01.html,Marcus Smart,Oklahoma State University,6,2014,1,6
/players/r/randlju01.html,Julius Randle,University of Kentucky,7,2014,1,7
/players/s/stausni01.html,Nik Stauskas,University of Michigan,8,2014,1,8
/players/v/vonleno01.html,Noah Vonleh,Indiana University,9,2014,1,9
/players/p/paytoel01.html,Elfrid Payton,University of Louisiana at Lafayette,10,2014,1,10
/players/m/mcderdo01.html,Doug McDermott,Creighton University,11,2014,1,11
/players/s/saricda01.html,Dario Saric,,12,2014,1,12
/players/l/lavinza01.html,Zach LaVine,"University of California, Los Angeles",13,2014,1,13
/players/w/warretj01.html,T.J. Warren,North Carolina State University,14,2014,1,14
/players/p/paynead01.html,Adreian Payne,Michigan State University,15,2014,1,15
/players/n/nurkiju01.html,Jusuf Nurkic,,16,2014,1,16
/players/y/youngja01.html,James Young,University of Kentucky,17,2014,1,17
/players/e/ennisty01.html,Tyler Ennis,Syracuse University,18,2014,1,18
/players/h/harriga01.html,Gary Harris,Michigan State University,19,2014,1,19
/players/c/cabocbr01.html,Bruno Caboclo,,20,2014,1,20
/players/m/mcgarmi01.html,Mitch McGary,University of Michigan,21,2014,1,21
/players/a/adamsjo01.html,Jordan Adams,"University of California, Los Angeles",22,2014,1,22
/players/h/hoodro01.html,Rodney Hood,Duke University,23,2014,1,23
/players/n/napiesh01.html,Shabazz Napier,University of Connecticut,24,2014,1,24
/players/c/capelca01.html,Clint Capela,,25,2014,1,25
/players/h/hairspj02.html,P.J. Hairston,University of North Carolina,26,2014,1,26
/players/b/bogdabo01.html,Bogdan Bogdanovic,,27,2014,1,27
/players/w/wilcocj01.html,C.J. Wilcox,University of Washington,28,2014,1,28
/players/h/huestjo01.html,Josh Huestis,Stanford University,29,2014,1,29
/players/a/anderky01.html,Kyle Anderson,"University of California, Los Angeles",30,2014,1,30
/players/i/inglida01.html,Damien Inglis,,31,2014,2,31
/players/m/mcdankj01.html,K.J. McDaniels,Clemson University,32,2014,2,32
/players/h/harrijo01.html,Joe Harris,University of Virginia,33,2014,2,33
/players/e/earlycl01.html,Cleanthony Early,Wichita State University,34,2014,2,34
/players/s/stokeja01.html,Jarnell Stokes,University of Tennessee,35,2014,2,35
/players/o/obryajo01.html,Johnny O'Bryant III,Louisiana State University,36,2014,2,36
/players/d/daniede01.html,DeAndre Daniels,University of Connecticut,37,2014,2,37
/players/d/dinwisp01.html,Spencer Dinwiddie,University of Colorado,38,2014,2,38
/players/g/grantje01.html,Jerami Grant,Syracuse University,39,2014,2,39
/players/r/robingl02.html,Glenn Robinson III,University of Michigan,40,2014,2,40
/players/j/jokicni01.html,Nikola Jokic,,41,2014,2,41
/players/j/johnsni01.html,Nick Johnson,University of Arizona,42,2014,2,42
/players/t/tavarwa01.html,Walter Tavares,,43,2014,2,43
/players/b/brownma02.html,Markel Brown,Oklahoma State University,44,2014,2,44
/players/p/poweldw01.html,Dwight Powell,Stanford University,45,2014,2,45
/players/c/clarkjo01.html,Jordan Clarkson,University of Missouri,46,2014,2,46
/players/s/smithru01.html,Russ Smith,University of Louisville,47,2014,2,47
/players/p/pattela01.html,Lamar Patterson,University of Pittsburgh,48,2014,2,48
/players/b/bairsca01.html,Cameron Bairstow,University of New Mexico,49,2014,2,49
/players/b/brownal01.html,Alec Brown,University of Wisconsin-Green Bay,50,2014,2,50
/players/a/antetth01.html,Thanasis Antetokounmpo,,51,2014,2,51
/players/m/micicva01.html,Vasilije Micic,,52,2014,2,52
/players/g/gential01.html,Alessandro Gentile,,53,2014,2,53
/players/d/dangune01.html,Nemanja Dangubic,,54,2014,2,54
/players/c/chrisse01.html,Semaj Christon,Xavier University,55,2014,2,55
/players/m/marblde01.html,Roy Devyn Marble,University of Iowa,56,2014,2,56
/players/l/labeylo01.html,Louis Labeyrie,,57,2014,2,57
/players/m/mcraejo01.html,Jordan McRae,University of Tennessee,58,2014,2,58
/players/t/thamexa01.html,Xavier Thames,San Diego State University,59,2014,2,59
/players/j/jeffeco01.html,Cory Jefferson,Baylor University,60,2014,2,60
/players/t/townska01.html,Karl-Anthony Towns,University of Kentucky,1,2015,1,1
/players/r/russeda01.html,D'Angelo Russell,Ohio State University,2,2015,1,2
/players/o/okafoja01.html,Jahlil Okafor,Duke University,3,2015,1,3
/players/p/porzikr01.html,Kristaps Porzingis,,4,2015,1,4
/players/h/hezonma01.html,Mario Hezonja,,5,2015,1,5
/players/c/caulewi01.html,Willie Cauley-Stein,University of Kentucky,6,2015,1,6
/players/m/mudiaem01.html,Emmanuel Mudiay,,7,2015,1,7
/players/j/johnsst04.html,Stanley Johnson,University of Arizona,8,2015,1,8
/players/k/kaminfr01.html,Frank Kaminsky,University of Wisconsin,9,2015,1,9
/players/w/winslju01.html,Justise Winslow,Duke University,10,2015,1,10
/players/t/turnemy01.html,Myles Turner,University of Texas at Austin,11,2015,1,11
/players/l/lylestr01.html,Trey Lyles,University of Kentucky,12,2015,1,12
/players/b/bookede01.html,Devin Booker,University of Kentucky,13,2015,1,13
/players/p/payneca01.html,Cameron Payne,Murray State University,14,2015,1,14
/players/o/oubreke01.html,Kelly Oubre,University of Kansas,15,2015,1,15
/players/r/roziete01.html,Terry Rozier,University of Louisville,16,2015,1,16
/players/v/vaughra01.html,Rashad Vaughn,"University of Nevada, Las Vegas",17,2015,1,17
/players/d/dekkesa01.html,Sam Dekker,University of Wisconsin,18,2015,1,18
/players/g/grantje02.html,Jerian Grant,University of Notre Dame,19,2015,1,19
/players/w/wrighde01.html,Delon Wright,University of Utah,20,2015,1,20
/players/a/anderju01.html,Justin Anderson,University of Virginia,21,2015,1,21
/players/p/portibo01.html,Bobby Portis,University of Arkansas,22,2015,1,22
/players/h/holliro01.html,Rondae Hollis-Jefferson,University of Arizona,23,2015,1,23
/players/j/jonesty01.html,Tyus Jones,Duke University,24,2015,1,24
/players/m/martija01.html,Jarell Martin,Louisiana State University,25,2015,1,25
/players/m/milutni01.html,Nikola Milutinov,,26,2015,1,26
/players/n/nancela02.html,Larry Nance Jr.,University of Wyoming,27,2015,1,27
/players/h/hunterj01.html,R.J. Hunter,Georgia State University,28,2015,1,28
/players/m/mcculch01.html,Chris McCullough,Syracuse University,29,2015,1,29
/players/l/looneke01.html,Kevon Looney,"University of California, Los Angeles",30,2015,1,30
/players/o/osmande01.html,Cedi Osman,,31,2015,2,31
/players/h/harremo01.html,Montrezl Harrell,University of Louisville,32,2015,2,32
/players/m/mickejo01.html,Jordan Mickey,Louisiana State University,33,2015,2,33
/players/b/brownan02.html,Anthony Brown,Stanford University,34,2015,2,34
/players/h/hernawi01.html,Willy Hernangomez,,35,2015,2,35
/players/c/chrisra01.html,Rakeem Christmas,Syracuse University,36,2015,2,36
/players/h/holmeri01.html,Richaun Holmes,Bowling Green State University,37,2015,2,37
/players/h/hillida01.html,Darrun Hilliard,Villanova University,38,2015,2,38
/players/v/vauleju01.html,Juan Pablo Vaulet,,39,2015,2,39
/players/r/richajo01.html,Josh Richardson,University of Tennessee,40,2015,2,40
/players/c/connapa01.html,Pat Connaughton,University of Notre Dame,41,2015,2,41
/players/h/hanlaol01.html,Olivier Hanlan,Boston College,42,2015,2,42
/players/y/youngjo01.html,Joseph Young,University of Oregon,43,2015,2,43
/players/h/harrian01.html,Andrew Harrison,University of Kentucky,44,2015,2,44
/players/t/thornma02.html,Marcus Thornton,College of William & Mary,45,2015,2,45
/players/p/powelno01.html,Norman Powell,"University of California, Los Angeles",46,2015,2,46
/players/g/gudaiar01.html,Arturas Gudaitis,,47,2015,2,47
/players/j/johnsda04.html,Dakari Johnson,University of Kentucky,48,2015,2,48
/players/w/whiteaa01.html,Aaron White,University of Iowa,49,2015,2,49
/players/e/eriksma01.html,Marcus Eriksson,,50,2015,2,50
/players/h/harvety01.html,Tyler Harvey,Eastern Washington University,51,2015,2,51
/players/s/singhsa01.html,Satnam Singh,,52,2015,2,52
/players/p/pointsi01.html,Sir'Dominic Pointer,St. John's University,53,2015,2,53
/players/d/diezda01.html,Dani Diez,,54,2015,2,54
/players/l/lalanca01.html,Cady Lalanne,University of Massachusetts Amherst,55,2015,2,55
/players/d/dawsobr01.html,Branden Dawson,Michigan State University,56,2015,2,56
/players/r/radicni01.html,Nikola Radicevic,,57,2015,2,57
/players/t/tokotjp01.html,J.P. Tokoto,University of North Carolina,58,2015,2,58
/players/a/agravdi01.html,Dimitrios Agravanis,,59,2015,2,59
/players/m/mitrolu01.html,Luka Mitrovic,,60,2015,2,60
/players/s/simmobe01.html,Ben Simmons,Louisiana State University,1,2016,1,1
/players/i/ingrabr01.html,Brandon Ingram,Duke University,2,2016,1,2
/players/b/brownja02.html,Jaylen Brown,University of California,3,2016,1,3
/players/b/bendedr01.html,Dragan Bender,,4,2016,1,4
/players/d/dunnkr01.html,Kris Dunn,Providence College,5,2016,1,5
/players/h/hieldbu01.html,Buddy Hield,University of Oklahoma,6,2016,1,6
/players/m/murraja01.html,Jamal Murray,University of Kentucky,7,2016,1,7
/players/c/chrisma01.html,Marquese Chriss,University of Washington,8,2016,1,8
/players/p/poeltja01.html,Jakob Poeltl,University of Utah,9,2016,1,9
/players/m/makerth01.html,Thon Maker,,10,2016,1,10
/players/s/sabondo01.html,Domantas Sabonis,Gonzaga University,11,2016,1,11
/players/p/princta02.html,Taurean Prince,Baylor University,12,2016,1,12
/players/p/papagge01.html,Georgios Papagiannis,,13,2016,1,13
/players/v/valende01.html,Denzel Valentine,Michigan State University,14,2016,1,14
/players/h/hernaju01.html,Juan Hernangomez,,15,2016,1,15
/players/y/yabusgu01.html,Guerschon Yabusele,,16,2016,1,16
/players/b/baldwwa01.html,Wade Baldwin,Vanderbilt University,17,2016,1,17
/players/e/ellenhe01.html,Henry Ellenson,Marquette University,18,2016,1,18
/players/b/beaslma01.html,Malik Beasley,Florida State University,19,2016,1,19
/players/l/leverca01.html,Caris LeVert,University of Michigan,20,2016,1,20
/players/b/bembrde01.html,DeAndre Bembry,Saint Joseph's University,21,2016,1,21
/players/r/richama01.html,Malachi Richardson,Syracuse University,22,2016,1,22
/players/z/zizican01.html,Ante Zizic,,23,2016,1,23
/players/l/luwawti01.html,Timothe Luwawu,,24,2016,1,24
/players/j/johnsbr02.html,Brice Johnson,University of North Carolina,25,2016,1,25
/players/k/korkmfu01.html,Furkan Korkmaz,,26,2016,1,26
/players/s/siakapa01.html,Pascal Siakam,New Mexico State University,27,2016,1,27
/players/l/labissk01.html,Skal Labissiere,University of Kentucky,28,2016,1,28
/players/m/murrade01.html,Dejounte Murray,University of Washington,29,2016,1,29
/players/j/jonesda03.html,Damian Jones,Vanderbilt University,30,2016,1,30
/players/d/davisde01.html,Deyonta Davis,Michigan State University,31,2016,2,31
/players/z/zubaciv01.html,Ivica Zubac,,32,2016,2,32
/players/d/diallch01.html,Cheick Diallo,University of Kansas,33,2016,2,33
/players/u/ulisty01.html,Tyler Ulis,University of Kentucky,34,2016,2,34
/players/z/zagorra01.html,Rade Zagorac,,35,2016,2,35
/players/b/brogdma01.html,Malcolm Brogdon,University of Virginia,36,2016,2,36
/players/o/onuakch01.html,Chinanu Onuaku,University of Louisville,37,2016,2,37
/players/m/mccawpa01.html,Patrick McCaw,"University of Nevada, Las Vegas",38,2016,2,38
/players/m/michida01.html,David Michineau,,39,2016,2,39
/players/s/stonedi01.html,Diamond Stone,University of Maryland,40,2016,2,40
/players/z/zimmest01.html,Stephen Zimmerman,"University of Nevada, Las Vegas",41,2016,2,41
/players/w/whiteis01.html,Isaiah Whitehead,Seton Hall University,42,2016,2,42
/players/q/qizh01.html,Zhou Qi,,43,2016,2,43
/players/c/cordiis01.html,Isaia Cordinier,,44,2016,2,44
/players/j/jacksde01.html,Demetrius Jackson,University of Notre Dame,45,2016,2,45
/players/h/hammoaj01.html,A.J. Hammons,Purdue University,46,2016,2,46
/players/l/laymaja01.html,Jake Layman,University of Maryland,47,2016,2,47
/players/z/zipsepa01.html,Paul Zipser,,48,2016,2,48
/players/g/gbinimi01.html,Michael Gbinije,Syracuse University,49,2016,2,49
/players/n/niangge01.html,Georges Niang,Iowa State University,50,2016,2,50
/players/b/bentibe01.html,Ben Bentil,Providence College,51,2016,2,51
/players/b/bolomjo01.html,Joel Bolomboy,Weber State University,52,2016,2,52
/players/c/cornepe01.html,Petr Cornelie,,53,2016,2,53
/players/f/feldeka01.html,Kay Felder,Oakland University,54,2016,2,54
/players/p/paigema01.html,Marcus Paige,University of North Carolina,55,2016,2,55
/players/h/hamilda02.html,Daniel Hamilton,University of Connecticut,56,2016,2,56
/players/s/sheliwa01.html,Wang Zhelin,,57,2016,2,57
/players/n/naderab01.html,Abdel Nader,Iowa State University,58,2016,2,58
/players/c/cousiis01.html,Isaiah Cousins,University of Oklahoma,59,2016,2,59
/players/w/wallaty01.html,Tyrone Wallace,University of California,60,2016,2,60
/players/f/fultzma01.html,Markelle Fultz,University of Washington,1,2017,1,1
/players/b/balllo01.html,Lonzo Ball,"University of California, Los Angeles",2,2017,1,2
/players/t/tatumja01.html,Jayson Tatum,Duke University,3,2017,1,3
/players/j/jacksjo02.html,Josh Jackson,University of Kansas,4,2017,1,4
/players/f/foxde01.html,De'Aaron Fox,University of Kentucky,5,2017,1,5
/players/i/isaacjo01.html,Jonathan Isaac,Florida State University,6,2017,1,6
/players/m/markkla01.html,Lauri Markkanen,University of Arizona,7,2017,1,7
/players/n/ntilila01.html,Frank Ntilikina,,8,2017,1,8
/players/s/smithde03.html,Dennis Smith,North Carolina State University,9,2017,1,9
/players/c/colliza01.html,Zach Collins,Gonzaga University,10,2017,1,10
/players/m/monkma01.html,Malik Monk,University of Kentucky,11,2017,1,11
/players/k/kennalu01.html,Luke Kennard,Duke University,12,2017,1,12
/players/m/mitchdo01.html,Donovan Mitchell,University of Louisville,13,2017,1,13
/players/a/adebaba01.html,Bam Adebayo,University of Kentucky,14,2017,1,14
/players/j/jacksju01.html,Justin Jackson,University of North Carolina,15,2017,1,15
/players/p/pattoju01.html,Justin Patton,Creighton University,16,2017,1,16
/players/w/wilsodj01.html,D.J. Wilson,University of Michigan,17,2017,1,17
/players/l/leaftj01.html,T.J. Leaf,"University of California, Los Angeles",18,2017,1,18
/players/c/collijo01.html,John Collins,Wake Forest University,19,2017,1,19
/players/g/gilesha01.html,Harry Giles,Duke University,20,2017,1,20
/players/f/fergute01.html,Terrance Ferguson,,21,2017,1,21
/players/a/allenja01.html,Jarrett Allen,University of Texas at Austin,22,2017,1,22
/players/a/anunoog01.html,OG Anunoby,Indiana University,23,2017,1,23
/players/l/lydonty01.html,Tyler Lydon,Syracuse University,24,2017,1,24
/players/p/pasecan01.html,Anzejs Pasecniks,,25,2017,1,25
/players/s/swanica01.html,Caleb Swanigan,Purdue University,26,2017,1,26
/players/k/kuzmaky01.html,Kyle Kuzma,University of Utah,27,2017,1,27
/players/b/bradlto01.html,Tony Bradley,University of North Carolina,28,2017,1,28
/players/w/whitede01.html,Derrick White,University of Colorado,29,2017,1,29
/players/h/hartjo01.html,Josh Hart,Villanova University,30,2017,1,30
/players/j/jacksfr01.html,Frank Jackson,Duke University,31,2017,2,31
/players/r/reedda01.html,Davon Reed,University of Miami,32,2017,2,32
/players/i/iwundwe01.html,Wesley Iwundu,Kansas State University,33,2017,2,33
/players/m/masonfr01.html,Frank Mason,University of Kansas,34,2017,2,34
/players/r/rabbiv01.html,Ivan Rabb,University of California,35,2017,2,35
/players/b/boldejo01.html,Jonah Bolden,,36,2017,2,36
/players/o/ojelese01.html,Semi Ojeleye,Southern Methodist University,37,2017,2,37
/players/b/belljo01.html,Jordan Bell,University of Oregon,38,2017,2,38
/players/e/evansja01.html,Jawun Evans,Oklahoma State University,39,2017,2,39
/players/b/bacondw01.html,Dwayne Bacon,Florida State University,40,2017,2,40
/players/d/dorsety01.html,Tyler Dorsey,University of Oregon,41,2017,2,41
/players/b/bryanth01.html,Thomas Bryant,Indiana University,42,2017,2,42
