name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year,bbrID,pick_overall,pick_number,pick_round,nba_median_vorp_rank,nba_mean_vorp_rank,nba_median_pipm_rank,nba_mean_pipm_rank,valid_seasons
Curtis Jones,https://www.sports-reference.com/cbb/players/curtis-jones-1.html,76,,,,Indiana University,2016,,,,,,,,,
Quentin Goodin,https://www.sports-reference.com/cbb/players/quentin-goodin-1.html,77,,,,Xavier University,2016,,,,,,,,,
Temple Gibbs,https://www.sports-reference.com/cbb/players/temple-gibbs-1.html,78,,,,University of Notre Dame,2016,,,,,,,,,
Mark Vital,https://www.sports-reference.com/cbb/players/mark-vital-1.html,79,,,,Baylor University,2016,,,,,,,,,
Yoeli Childs,https://www.sports-reference.com/cbb/players/yoeli-childs-1.html,80,,,,Brigham Young University,2016,,,,,,,,,
Romello White,https://www.sports-reference.com/cbb/players/romello-white-1.html,80,,,,Arizona State University,2016,,,,,,,,,
Tyree Crump,https://www.sports-reference.com/cbb/players/tyree-crump-1.html,80,,,,University of Georgia,2016,,,,,,,,,
Lamar Peters,https://www.sports-reference.com/cbb/players/lamar-peters-1.html,83,,,,Mississippi State University,2016,,,,,,,,,
Melvin Ely,/players/e/elyme01.html,,2002,,,,,elyme01,12,12,1,171,171,143,143,1
Tyson Carter,https://www.sports-reference.com/cbb/players/tyson-carter-1.html,85,,,,Mississippi State University,2016,,,,,,,,,
Jaquori McLaughlin,https://www.sports-reference.com/cbb/players/jaquori-mclaughlin-1.html,86,,,,Oregon State University,2016,,,,,,,,,
Jared Harper,https://www.sports-reference.com/cbb/players/jared-harper-12.html,87,,,,Auburn University,2016,,,,,,,,,
Markell Johnson,https://www.sports-reference.com/cbb/players/markell-johnson-1.html,88,,,,North Carolina State University,2016,,,,,,,,,
Gavin Baxter,,89,1998,,,,2016,,50,50,2,,,,,
M.J. Cage,https://www.sports-reference.com/cbb/players/mj-cage-1.html,90,,,,University of Oregon,2016,,,,,,,,,
Eli Wright,https://www.sports-reference.com/cbb/players/eli-wright-1.html,91,,,,Mississippi State University,2016,,,,,,,,,
Justin Jackson,/players/j/jacksju02.html,92,2018,2,43,University of Maryland,2016,jacksju02,43,43,2,,,,,0
Bruno Fernando,https://www.sports-reference.com/cbb/players/bruno-fernando-1.html,93,,,,University of Maryland,2016,,,,,,,,,
Jayce Johnson,https://www.sports-reference.com/cbb/players/jayce-johnson-1.html,94,,,,University of Utah,2016,,,,,,,,,
Sam Hauser,https://www.sports-reference.com/cbb/players/sam-hauser-1.html,94,,,,Marquette University,2016,,,,,,,,,
Chris Lewis,https://www.sports-reference.com/cbb/players/chris-lewis-4.html,96,,,,Harvard University,2016,,,,,,,,,
Kristian Doolittle,https://www.sports-reference.com/cbb/players/kristian-doolittle-1.html,97,,,,University of Oklahoma,2016,,,,,,,,,
Jethro Tshisumpa,https://www.sports-reference.com/cbb/players/jethro-tshisumpa-1.html,98,,,,Arizona State University,2016,,,,,,,,,
Keith Smith,https://www.sports-reference.com/cbb/players/keith-smith-5.html,99,,,,University of Oregon,2016,,,,,,,,,
Abdul Ado,https://www.sports-reference.com/cbb/players/abdul-ado-1.html,100,,,,Mississippi State University,2016,,,,,,,,,
Myles Powell,https://www.sports-reference.com/cbb/players/myles-powell-1.html,100,,,,Seton Hall University,2016,,,,,,,,,
Marvin Bagley III,/players/b/baglema01.html,1,2018,1,2,Duke University,2017,baglema01,2,2,1,,,,,0
Michael Porter Jr.,/players/p/portemi01.html,2,2018,1,14,University of Missouri,2017,portemi01,14,14,1,,,,,0
DeAndre Ayton,/players/a/aytonde01.html,3,2018,1,1,University of Arizona,2017,aytonde01,1,1,1,,,,,0
Mohamed Bamba,/players/b/bambamo01.html,4,2018,1,6,University of Texas at Austin,2017,bambamo01,6,6,1,,,,,0
Trevon Duval,/players/d/duvaltr01.html,5,,,,Duke University,2017,duvaltr01,,,,,,,,0
Collin Sexton,/players/s/sextoco01.html,6,2018,1,8,University of Alabama,2017,sextoco01,8,8,1,,,,,0
Wendell Carter,/players/c/cartewe01.html,7,2018,1,7,Duke University,2017,cartewe01,7,7,1,,,,,0
Mitchell Robinson,/players/r/robinmi01.html,8,2018,2,36,,2017,robinmi01,36,36,2,,,,,0
Jaren Jackson,/players/j/jacksja02.html,9,2018,1,4,Michigan State University,2017,jacksja02,4,4,1,,,,,0
Kevin Knox,/players/k/knoxke01.html,10,2018,1,9,University of Kentucky,2017,knoxke01,9,9,1,,,,,0
Brandon McCoy,/players/m/mccoybr01.html,11,,,,"University of Nevada, Las Vegas",2017,mccoybr01,,,,,,,,0
Troy Brown,/players/b/browntr01.html,12,2018,1,15,University of Oregon,2017,browntr01,15,15,1,,,,,0
Jarred Vanderbilt,/players/v/vandeja01.html,13,2018,2,41,University of Kentucky,2017,vandeja01,41,41,2,,,,,0
PJ Washington,https://www.sports-reference.com/cbb/players/pj-washington-1.html,14,,,,University of Kentucky,2017,,,,,,,,,
Gary Trent Jr.,/players/t/trentga02.html,14,2018,2,37,Duke University,2017,trentga02,37,37,2,,,,,0
Brian Bowen,,16,1998,,,University of Louisville,2017,,50,50,2,,,,,
Lonnie Walker,/players/w/walkelo01.html,17,2018,1,18,University of Miami,2017,walkelo01,18,18,1,,,,,0
Nick Richards,https://www.sports-reference.com/cbb/players/nick-richards-2.html,18,,,,University of Kentucky,2017,,,,,,,,,
Billy Preston,/players/p/prestbi01.html,19,,,,University of Kansas,2017,prestbi01,,,,,,,,0
Kris Wilkes,https://www.sports-reference.com/cbb/players/kris-wilkes-1.html,20,,,,"University of California, Los Angeles",2017,,,,,,,,,
Trae Young,/players/y/youngtr01.html,20,2018,1,5,University of Oklahoma,2017,youngtr01,5,5,1,,,,,0
Jaylen Hands,https://www.sports-reference.com/cbb/players/jaylen-hands-1.html,22,,,,"University of California, Los Angeles",2017,,,,,,,,,
Quade Green,https://www.sports-reference.com/cbb/players/quade-green-1.html,23,,,,University of Kentucky,2017,,,,,,,,,
M.J. Walker,https://www.sports-reference.com/cbb/players/mj-walker-1.html,24,,,,Florida State University,2017,,,,,,,,,
Malik Williams,https://www.sports-reference.com/cbb/players/malik-williams-1.html,25,,,,University of Louisville,2017,,,,,,,,,
Nick Weatherspoon,https://www.sports-reference.com/cbb/players/nick-weatherspoon-2.html,26,,,,Mississippi State University,2017,,,,,,,,,
Jalek Felton,https://www.sports-reference.com/cbb/players/jalek-felton-1.html,27,,,,University of North Carolina,2017,,,,,,,,,
John Petty,https://www.sports-reference.com/cbb/players/john-petty-2.html,28,,,,University of Alabama,2017,,,,,,,,,
Paul Scruggs,https://www.sports-reference.com/cbb/players/paul-scruggs-1.html,29,,,,Xavier University,2017,,,,,,,,,
Shai Gilgeous-Alexander,/players/g/gilgesh01.html,30,2018,1,11,University of Kentucky,2017,gilgesh01,11,11,1,,,,,0
Lindell Wigginton,https://www.sports-reference.com/cbb/players/lindell-wigginton-1.html,31,,,,Iowa State University,2017,,,,,,,,,
Ethan Thompson,https://www.sports-reference.com/cbb/players/ethan-thompson-1.html,31,,,,Oregon State University,2017,,,,,,,,,
Nickeil Alexander-Walker,https://www.sports-reference.com/cbb/players/nickeil-alexander-walker-1.html,33,,,,Virginia Polytechnic Institute and State University,2017,,,,,,,,,
Chaundee Brown,https://www.sports-reference.com/cbb/players/chaundee-brown-1.html,34,,,,Wake Forest University,2017,,,,,,,,,
Brandon Randolph,https://www.sports-reference.com/cbb/players/brandon-randolph-2.html,35,,,,University of Arizona,2017,,,,,,,,,
Daniel Gafford,https://www.sports-reference.com/cbb/players/daniel-gafford-1.html,36,,,,University of Arkansas,2017,,,,,,,,,
Charles O'Bannon,https://www.sports-reference.com/cbb/players/charles-obannonjr-1.html,36,,,,University of Southern California,2017,,,,,,,,,
Tremont Waters,https://www.sports-reference.com/cbb/players/tremont-waters-1.html,38,,,,Louisiana State University,2017,,,,,,,,,
Makai Ashton-Langford,https://www.sports-reference.com/cbb/players/makai-ashton-langford-1.html,39,,,,Providence College,2017,,,,,,,,,
Jeremiah Tilmon,https://www.sports-reference.com/cbb/players/jeremiah-tilmon-1.html,40,,,,University of Missouri,2017,,,,,,,,,
Kezie Okpala,https://www.sports-reference.com/cbb/players/kezie-okpala-1.html,41,,,,Stanford University,2017,,,,,,,,,
Emmanuel Akot,https://www.sports-reference.com/cbb/players/emmanuel-akot-1.html,42,,,,University of Arizona,2017,,,,,,,,,
D.J. Harvey,https://www.sports-reference.com/cbb/players/dj-harvey-1.html,43,,,,University of Notre Dame,2017,,,,,,,,,
Cody Riley,https://www.sports-reference.com/cbb/players/cody-riley-1.html,44,,,,"University of California, Los Angeles",2017,,,,,,,,,
Jermaine Samuels,https://www.sports-reference.com/cbb/players/jermaine-samuels-1.html,45,,,,Villanova University,2017,,,,,,,,,
Hamidou Diallo,/players/d/diallha01.html,46,2018,2,45,University of Kentucky,2017,diallha01,45,45,2,,,,,0
Matt Coleman,https://www.sports-reference.com/cbb/players/matt-coleman-3.html,47,,,,University of Texas at Austin,2017,,,,,,,,,
Chuma Okeke,https://www.sports-reference.com/cbb/players/chuma-okeke-1.html,48,,,,Auburn University,2017,,,,,,,,,
Rayshaun Hammonds,https://www.sports-reference.com/cbb/players/rayshaun-hammonds-1.html,49,,,,University of Georgia,2017,,,,,,,,,
Daejon Davis,https://www.sports-reference.com/cbb/players/daejon-davis-1.html,50,,,,Stanford University,2017,,,,,,,,,
Jericho Sims,https://www.sports-reference.com/cbb/players/jericho-sims-1.html,51,,,,University of Texas at Austin,2017,,,,,,,,,
Jordan Goodwin,https://www.sports-reference.com/cbb/players/jordan-goodwin-1.html,52,,,,Saint Louis University,2017,,,,,,,,,
Jontay Porter,https://www.sports-reference.com/cbb/players/jontay-porter-1.html,53,,,,University of Missouri,2017,,,,,,,,,
Marcus Garrett,https://www.sports-reference.com/cbb/players/marcus-garrett-1.html,54,,,,University of Kansas,2017,,,,,,,,,
Kimani Lawrence,https://www.sports-reference.com/cbb/players/kimani-lawrence-1.html,55,,,,Arizona State University,2017,,,,,,,,,
Savion Flagg,https://www.sports-reference.com/cbb/players/savion-flagg-1.html,56,,,,Texas A&M University,2017,,,,,,,,,
Naji Marshall,https://www.sports-reference.com/cbb/players/naji-marshall-1.html,57,,,,Xavier University,2017,,,,,,,,,
Davion Mitchell,https://www.sports-reference.com/cbb/players/davion-mitchell-1.html,58,,,,Auburn University,2017,,,,,,,,,
Jordan Tucker,https://www.sports-reference.com/cbb/players/jordan-tucker-1.html,59,,,,Duke University,2017,,,,,,,,,
Ira Lee,https://www.sports-reference.com/cbb/players/ira-lee-1.html,60,,,,University of Arizona,2017,,,,,,,,,
Isaiah Washington,https://www.sports-reference.com/cbb/players/isaiah-washington-12.html,61,,,,University of Minnesota,2017,,,,,,,,,
Josh Anderson,https://www.sports-reference.com/cbb/players/josh-anderson-2.html,62,,,,Western Kentucky University,2017,,,,,,,,,
Ike Obiagu,https://www.sports-reference.com/cbb/players/ike-obiagu-1.html,63,,,,Florida State University,2017,,,,,,,,,
Jalen Hill,https://www.sports-reference.com/cbb/players/jalen-hill-1.html,64,,,,"University of California, Los Angeles",2017,,,,,,,,,
Chris Lykes,https://www.sports-reference.com/cbb/players/chris-lykes-1.html,65,,,,University of Miami,2017,,,,,,,,,
Jaylen Nowell,https://www.sports-reference.com/cbb/players/jaylen-nowell-1.html,66,,,,University of Washington,2017,,,,,,,,,
Nojel Eastern,https://www.sports-reference.com/cbb/players/nojel-eastern-1.html,67,,,,Purdue University,2017,,,,,,,,,
Nate Reuvers,https://www.sports-reference.com/cbb/players/nate-reuvers-1.html,68,,,,University of Wisconsin,2017,,,,,,,,,
Alex O'Connell,https://www.sports-reference.com/cbb/players/alex-oconnell-1.html,69,,,,Duke University,2017,,,,,,,,,
Bruno Fernando,https://www.sports-reference.com/cbb/players/bruno-fernando-1.html,70,,,,University of Maryland,2017,,,,,,,,,
Darius Perry,https://www.sports-reference.com/cbb/players/darius-perry-1.html,71,,,,University of Louisville,2017,,,,,,,,,
Jemarl Baker,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html,72,,,,University of Kentucky,2017,,,,,,,,,
Jordan Nwora,https://www.sports-reference.com/cbb/players/jordan-nwora-1.html,73,,,,University of Louisville,2017,,,,,,,,,
Dhamir Cosby-Roundtree,https://www.sports-reference.com/cbb/players/dhamir-cosby-roundtree-1.html,74,,,,Villanova University,2017,,,,,,,,,
D'Shawn Schwartz,https://www.sports-reference.com/cbb/players/dshawn-schwartz-1.html,75,,,,University of Colorado,2017,,,,,,,,,
Mitchell Ballock,https://www.sports-reference.com/cbb/players/mitchell-ballock-1.html,76,,,,Creighton University,2017,,,,,,,,,
Sidney Wilson,https://www.sports-reference.com/cbb/players/sidney-wilson-1.html,77,,,,University of Connecticut,2017,,,,,,,,,
Jase Febres,https://www.sports-reference.com/cbb/players/jase-febres-1.html,78,,,,University of Texas at Austin,2017,,,,,,,,,
Derek Culver,https://www.sports-reference.com/cbb/players/NULL.html,79,,,,,2017,,,,,,,,,
Myles Cale,https://www.sports-reference.com/cbb/players/myles-cale-1.html,79,,,,Seton Hall University,2017,,,,,,,,,
Wabissa Bede,https://www.sports-reference.com/cbb/players/wabissa-bede-1.html,81,,,,Virginia Polytechnic Institute and State University,2017,,,,,,,,,
Kellan Grady,https://www.sports-reference.com/cbb/players/kellan-grady-1.html,82,,,,Davidson College,2017,,,,,,,,,
Kaleb Wesson,https://www.sports-reference.com/cbb/players/kaleb-wesson-1.html,83,,,,Ohio State University,2017,,,,,,,,,
Xavier Tillman,https://www.sports-reference.com/cbb/players/xavier-tillman-1.html,83,,,,Michigan State University,2017,,,,,,,,,
Branden Carlson,https://www.sports-reference.com/cbb/players/NULL.html,85,,,,,2017,,,,,,,,,
Khalil Garland,https://www.sports-reference.com/cbb/players/khalil-garland-1.html,86,,,,University of Arkansas,2017,,,,,,,,,
Justin Smith,https://www.sports-reference.com/cbb/players/justin-smith-3.html,87,,,,Indiana University,2017,,,,,,,,,
Jamorko Pickett,https://www.sports-reference.com/cbb/players/jamorko-pickett-1.html,88,,,,University of Mississippi,2017,,,,,,,,,
Darryl Morsell,https://www.sports-reference.com/cbb/players/darryl-morsell-1.html,89,,,,University of Maryland,2017,,,,,,,,,
Mark Smith,https://www.sports-reference.com/cbb/players/mark-smith-5.html,90,,,,University of Illinois at Urbana-Champaign,2017,,,,,,,,,
Jacob Epperson,https://www.sports-reference.com/cbb/players/jacob-epperson-1.html,91,,,,Creighton University,2017,,,,,,,,,
Deaundrae Ballard,https://www.sports-reference.com/cbb/players/deaundrae-ballard-1.html,92,,,,University of Florida,2017,,,,,,,,,
Alex Reese,https://www.sports-reference.com/cbb/players/alex-reese-1.html,93,,,,University of Alabama,2017,,,,,,,,,
Luka Garza,https://www.sports-reference.com/cbb/players/luka-garza-1.html,93,,,,University of Iowa,2017,,,,,,,,,
Terrance Lewis,https://www.sports-reference.com/cbb/players/terrence-lewis-2.html,93,,,,Iowa State University,2017,,,,,,,,,
Ty-Shon Alexander,https://www.sports-reference.com/cbb/players/ty-shon-alexander-1.html,96,,,,Creighton University,2017,,,,,,,,,
Isaiah Stokes,https://www.sports-reference.com/cbb/players/isaiah-stokes-1.html,97,,,,University of Florida,2017,,,,,,,,,
Oscar Da Silva,https://www.sports-reference.com/cbb/players/oscar-dasilva-1.html,98,,,,Stanford University,2017,,,,,,,,,
Hameir Wright,https://www.sports-reference.com/cbb/players/hameir-wright-1.html,99,,,,University of Washington,2017,,,,,,,,,
Jordan Poole,https://www.sports-reference.com/cbb/players/jordan-poole-1.html,99,,,,University of Michigan,2017,,,,,,,,,
R.J. Barrett,,1,1998,,,Duke University,2018,,50,50,2,,,,,
Cameron Reddish,,2,1998,,,Duke University,2018,,50,50,2,,,,,
Nassir Little,,3,1998,,,University of North Carolina,2018,,50,50,2,,,,,
Zion Williamson,,4,1998,,,Duke University,2018,,50,50,2,,,,,
Romeo Langford,,5,1998,,,Indiana University,2018,,50,50,2,,,,,
Bol Bol,,6,1998,,,University of Oregon,2018,,50,50,2,,,,,
Anfernee Simons,/players/s/simonan01.html,7,2018,1,24,,2018,simonan01,24,24,1,,,,,0
Quentin Grimes,,8,1998,,,University of Kansas,2018,,50,50,2,,,,,
Charles Bassey,,9,1998,,,Western Kentucky University,2018,,50,50,2,,,,,
Simisola Shittu,,10,1998,,,Vanderbilt University,2018,,50,50,2,,,,,
E.J. Montgomery,,10,1998,,,University of Kentucky,2018,,50,50,2,,,,,
Keldon Johnson,,12,1998,,,University of Kentucky,2018,,50,50,2,,,,,
Tre Jones,,13,1998,,,Duke University,2018,,50,50,2,,,,,
Ashton Hagans,,14,1998,,,University of Kentucky,2018,,50,50,2,,,,,
Darius Garland,,15,1998,,,Vanderbilt University,2018,,50,50,2,,,,,
Jalen Smith,,16,1998,,,University of Maryland,2018,,50,50,2,,,,,
Darius Bazley,,17,1998,,,,2018,,50,50,2,,,,,
Nazreon Reid,,18,1998,,,Louisiana State University,2018,,50,50,2,,,,,
Jaylen Hoard,,19,1998,,,Wake Forest University,2018,,50,50,2,,,,,
Jordan Brown,,20,1998,,,"University of Nevada, Reno",2018,,50,50,2,,,,,
Devon Dotson,,20,1998,,,University of Kansas,2018,,50,50,2,,,,,
Louis King,,20,1998,,,University of Oregon,2018,,50,50,2,,,,,
Immanuel Quickly,,23,1998,,,University of Kentucky,2018,,50,50,2,,,,,
Moses Brown,,24,1998,,,"University of California, Los Angeles",2018,,50,50,2,,,,,
Andrew Nembhard,,25,1998,,,University of Florida,2018,,50,50,2,,,,,
Emmitt Williams,,26,1998,,,Louisiana State University,2018,,50,50,2,,,,,
Coby White,,27,1998,,,University of North Carolina,2018,,50,50,2,,,,,
Kevin Porter,,28,1998,,,University of Southern California,2018,,50,50,2,,,,,
Jahvon Quinerly,,29,1998,,,Villanova University,2018,,50,50,2,,,,,
Reginald Perry,,30,1998,,,Mississippi State University,2018,,50,50,2,,,,,
David McCormack,,30,1998,,,University of Kansas,2018,,50,50,2,,,,,
Ayo Dosunmu,,32,1998,,,University of Illinois at Urbana-Champaign,2018,,50,50,2,,,,,
Javonte Smart,,33,1998,,,Louisiana State University,2018,,50,50,2,,,,,
Brandon Williams,,34,1998,,,University of Arizona,2018,,50,50,2,,,,,
Tyler Herro,,35,1998,,,University of Kentucky,2018,,50,50,2,,,,,
Taeshon Cherry,,36,1998,,,Arizona State University,2018,,50,50,2,,,,,
Joey Baker,,37,1998,,,Duke University,2018,,50,50,2,,,,,
Shareef O’Neal,,38,1998,,,"University of California, Los Angeles",2018,,50,50,2,,,,,
Cole Swider,,39,1998,,,Villanova University,2018,,50,50,2,,,,,
Will Richardson,,40,1998,,,University of Oregon,2018,,50,50,2,,,,,
Aaron Wiggins,,41,1998,,,University of Maryland,2018,,50,50,2,,,,,
Courtney Ramey,,41,1998,,,University of Texas at Austin,2018,,50,50,2,,,,,
Elijah Weaver,,43,1998,,,University of Southern California,2018,,50,50,2,,,,,
Gerald Liddell,,44,1998,,,University of Texas at Austin,2018,,50,50,2,,,,,
Jules Bernard,,45,1998,,,"University of California, Los Angeles",2018,,50,50,2,,,,,
Khavon Moore,,45,1998,,,Texas Tech University,2018,,50,50,2,,,,,
David Duke,,47,1998,,,Providence College,2018,,50,50,2,,,,,
A.J. Reeves,,48,1998,,,Providence College,2018,,50,50,2,,,,,
Mike Devoe,,49,1998,,,Georgia Institute of Technology,2018,,50,50,2,,,,,
Talen Horton-Tucker,,50,1998,,,Iowa State University,2018,,50,50,2,,,,,
Daniel Oturu,,50,1998,,,University of Minnesota,2018,,50,50,2,,,,,
Jalen Carey,,52,1998,,,Syracuse University,2018,,50,50,2,,,,,
Brandon Slater,,52,1998,,,Villanova University,2018,,50,50,2,,,,,
Joe Wieskamp,,54,1998,,,University of Iowa,2018,,50,50,2,,,,,
Kamaka Hepa,,55,1998,,,University of Texas at Austin,2018,,50,50,2,,,,,
Robert Woodard II,,56,1998,,,Mississippi State University,2018,,50,50,2,,,,,
Jerome Hunter,,57,1998,,,Indiana University,2018,,50,50,2,,,,,
Joey Hauser,,57,1998,,,Marquette University,2018,,50,50,2,,,,,
Darius Days,,59,1998,,,Louisiana State University,2018,,50,50,2,,,,,
Cormac Ryan,,60,1998,,,Stanford University,2018,,50,50,2,,,,,
Nate Laszewski,,61,1998,,,University of Notre Dame,2018,,50,50,2,,,,,
Marcus Bingham Jr.,,62,1998,,,Michigan State University,2018,,50,50,2,,,,,
Aaron Nesmith,,63,1998,,,Vanderbilt University,2018,,50,50,2,,,,,
Rechon Black,,64,1998,,,University of North Carolina,2018,,50,50,2,,,,,
Carte'Are Gordon,,65,1998,,,Saint Louis University,2018,,50,50,2,,,,,
Miles Norris,,66,1998,,,University of Oregon,2018,,50,50,2,,,,,
Brandon Johns,,67,1998,,,University of Michigan,2018,,50,50,2,,,,,
Luther Muhammad,,68,1998,,,Ohio State University,2018,,50,50,2,,,,,
Keyontae Johnson,,69,1998,,,University of Florida,2018,,50,50,2,,,,,
Jairus Hamilton,,69,1998,,,Boston College,2018,,50,50,2,,,,,
Devonaire Doutrive,,71,1998,,,University of Arizona,2018,,50,50,2,,,,,
Landers Nolley,,72,1998,,,Virginia Polytechnic Institute and State University,2018,,50,50,2,,,,,
Matt Bradley,,73,1998,,,University of California,2018,,50,50,2,,,,,
Ignas Brazdeikis,,74,1998,,,University of Michigan,2018,,50,50,2,,,,,
Jaedon LeDee,,75,1998,,,Ohio State University,2018,,50,50,2,,,,,
Lugentz Dort,,76,1998,,,Arizona State University,2018,,50,50,2,,,,,
Noah Locke,,77,1998,,,University of Florida,2018,,50,50,2,,,,,
Foster Loyer,,77,1998,,,Michigan State University,2018,,50,50,2,,,,,
A.J. Green,,79,1998,,,University of Northern Iowa,2018,,50,50,2,,,,,
Tyler Harris,,80,1998,,,University of Memphis,2018,,50,50,2,,,,,
Filip Petrusev,,81,1998,,,Gonzaga University,2018,,50,50,2,,,,,
J’Raan Brooks,,82,1998,,,University of Southern California,2018,,50,50,2,,,,,
David Singleton III,,83,1998,,,"University of California, Los Angeles",2018,,50,50,2,,,,,
Eric Ayala,,84,1998,,,University of Maryland,2018,,50,50,2,,,,,
Derek Culver,,85,1998,,,West Virginia University,2018,,50,50,2,,,,,
Pete Nance,,86,1998,,,Northwestern University,2018,,50,50,2,,,,,
Matthew Mayer,,86,1998,,,Baylor University,2018,,50,50,2,,,,,
Jermaine Harris,,88,1998,,,University of Rhode Island,2018,,50,50,2,,,,,
James Akinjo,,89,1998,,,University of Connecticut,2018,,50,50,2,,,,,
Miller Kopp,,90,1998,,,Northwestern University,2018,,50,50,2,,,,,
A.J. Lawson,,91,1998,,,University of South Carolina,2018,,50,50,2,,,,,
Robby Carmody,,92,1998,,,University of Notre Dame,2018,,50,50,2,,,,,
Prentiss Hubb,,92,1998,,,University of Notre Dame,2018,,50,50,2,,,,,
Isaiah Mucius,,92,1998,,,Wake Forest University,2018,,50,50,2,,,,,
Bryce Hamilton,,95,1998,,,"University of Nevada, Las Vegas",2018,,50,50,2,,,,,
Elias Valtonen,,95,1998,,,Arizona State University,2018,,50,50,2,,,,,
Jared Butler,,95,1998,,,University of Alabama,2018,,50,50,2,,,,,
Immanuel Bates,,98,1998,,,North Carolina State University,2018,,50,50,2,,,,,
Noah Kirkwood,,99,1998,,,Harvard University,2018,,50,50,2,,,,,
Colin Castleton,,100,1998,,,University of Michigan,2018,,50,50,2,,,,,
Gabe Brown,,100,1998,,,Michigan State University,2018,,50,50,2,,,,,
Taurean Thompson,https://www.sports-reference.com/cbb/players/taurean-thompson-1.html,84,,,,Syracuse University,2016,,,,,,,,,
Horace Jenkins,/players/j/jenkiho01.html,,2004,,,,,jenkiho01,,,,,,,,0
Joe Young,/players/y/youngjo01.html,,2015,,,,,youngjo01,43,43,2,,,,,0
Eugene Jeter,/players/j/jetereu01.html,,2010,,,,,jetereu01,,,,,,,,0
Quincy Acy,/players/a/acyqu01.html,,2012,,,,,acyqu01,37,37,2,,,,,0
Armon Johnson,/players/j/johnsar02.html,,2010,,,,,johnsar02,34,34,2,,,,,0
Josh Akognon,/players/a/akognjo01.html,,2012,,,,,akognjo01,,,,,,,,0
Britton Johnsen,/players/j/johnsbr01.html,,2003,,,,,johnsbr01,,,,,,,,0
Kadeem Allen,/players/a/allenka01.html,,2017,,,,,allenka01,53,53,2,,,,,0
Carldell Johnson,/players/j/johnsca01.html,,2011,,,,,johnsca01,,,,,,,,0
Tony Allen,/players/a/allento01.html,,2004,,,,,allento01,25,25,1,72,74,55,56.6,5
Chris Johnson,/players/j/johnsch03.html,,2010,,,,,johnsch03,,,,,,,,0
Morris Almond,/players/a/almonmo01.html,,2007,,,,,almonmo01,25,25,1,,,,,0
Chris Johnson,/players/j/johnsch04.html,,2012,,,,,johnsch04,,,,,,,,0
Ryan Anderson,/players/a/anderry01.html,,2008,,,,,anderry01,21,21,1,112,96.66666666666667,95.5,93.16666666666667,6
Darius Johnson-Odom,/players/j/johnsda03.html,,2012,,,,,johnsda03,55,55,2,,,,,0
Robert Archibald,/players/a/archiro01.html,,2002,,,,,archiro01,31,32,2,,,,,0
Ivan Johnson,/players/j/johnsiv01.html,,2011,,,,,johnsiv01,,,,,,,,0
Jamel Artis,/players/a/artisja01.html,,2017,,,,,artisja01,,,,,,,,0
Ken Johnson,/players/j/johnske03.html,,2001,,,,,johnske03,48,49,2,,,,,0
Maurice Baker,/players/b/bakerma01.html,,2004,,,,,bakerma01,,,,,,,,0
Linton Johnson,/players/j/johnsli01.html,,2003,,,,,johnsli01,,,,,,,,0
Wade Baldwin,/players/b/baldwwa01.html,,2016,,,,,baldwwa01,17,17,1,,,,,0
Omari Johnson,/players/j/johnsom01.html,,2017,,,,,johnsom01,,,,,,,,0
J.J. Barea,/players/b/bareajo01.html,,2006,,,,,bareajo01,,,,147,146.83333333333334,153.5,145.5,6
Orlando Johnson,/players/j/johnsor01.html,,2012,,,,,johnsor01,36,36,2,,,,,0
Maceo Baston,/players/b/bastoma01.html,,1998,,,,,bastoma01,58,58,2,,,,,0
Trey Johnson,/players/j/johnstr01.html,,2008,,,,,johnstr01,,,,,,,,0
Kent Bazemore,/players/b/bazemke01.html,,2012,,,,,bazemke01,,,,101,106,106,113.33333333333333,3
Tyler Johnson,/players/j/johnsty01.html,,2014,,,,,johnsty01,,,,80,80,89.5,89.5,2
Troy Bell,/players/b/belltr01.html,,2003,,,,,belltr01,16,16,1,,,,,0
Wesley Johnson,/players/j/johnswe01.html,,2010,,,,,johnswe01,4,4,1,143,132.4,148,145.8,5
Jerrelle Benimon,/players/b/benimje01.html,,2014,,,,,benimje01,,,,,,,,0
Dominique Jones,/players/j/jonesdo02.html,,2010,,,,,jonesdo02,25,25,1,,,,,0
Ben Bentil,/players/b/bentibe01.html,,2016,,,,,bentibe01,51,51,2,,,,,0
Dwayne Jones,/players/j/jonesdw02.html,,2005,,,,,jonesdw02,,,,,,,,0
Joel Bolomboy,/players/b/bolomjo01.html,,2016,,,,,bolomjo01,52,52,2,,,,,0
James Jones,/players/j/jonesja02.html,,2003,,,,,jonesja02,49,49,2,113.5,113.5,111,111,2
Torraye Braggs,/players/b/braggto01.html,,1998,,,,,braggto01,57,57,2,,,,,0
Jalen Jones,/players/j/jonesja04.html,,2017,,,,,jonesja04,,,,,,,,0
Dillon Brooks,/players/b/brookdi01.html,,2017,,,,,brookdi01,45,45,2,182,182,159,159,1
Mark Jones,/players/j/jonesma03.html,,2004,,,,,jonesma03,,,,,,,,0
Bobby Brown,/players/b/brownbo02.html,,2008,,,,,brownbo02,,,,,,,,0
Solomon Jones,/players/j/jonesso01.html,,2006,,,,,jonesso01,33,33,2,,,,,0
