name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year,bbrID,pick_overall,pick_number,pick_round,nba_median_vorp_rank,nba_mean_vorp_rank,nba_median_pipm_rank,nba_mean_pipm_rank,valid_seasons
Derrick Brown,/players/b/brownde04.html,,2009,,,,,brownde04,40,40,2,147,147,186,186,1
Jerome Jordan,/players/j/jordaje01.html,,2010,,,,,jordaje01,44,44,2,,,,,0
Sterling Brown,/players/b/brownst02.html,,2017,,,,,brownst02,46,46,2,,,,,0
Chris Kaman,/players/k/kamanch01.html,,2003,,,,,kamanch01,6,6,1,147,145.14285714285714,161,130.71428571428572,7
Trey Burke,/players/b/burketr01.html,,2013,,,,,burketr01,9,9,1,164.5,164.5,134.5,134.5,2
Frank Kaminsky,/players/k/kaminfr01.html,,2015,,,,,kaminfr01,9,9,1,145,142.33333333333334,141,135.66666666666666,3
Antonio Burks,/players/b/burksan01.html,,2004,,,,,burksan01,36,36,2,,,,,0
Coby Karl,/players/k/karlco01.html,,2007,,,,,karlco01,,,,,,,,0
Jimmy Butler,/players/b/butleji01.html,,2011,,,,,butleji01,30,30,1,15,21.833333333333332,30.5,41.833333333333336,6
Sasha Kaun,/players/k/kaunsa01.html,,2008,,,,,kaunsa01,56,56,2,,,,,0
Isaiah Canaan,/players/c/canaais01.html,,2013,,,,,canaais01,34,34,2,,,,,0
D.J. Kennedy,/players/k/kennedj01.html,,2011,,,,,kennedj01,,,,,,,,0
Rodney Carney,/players/c/carnero01.html,,2006,,,,,carnero01,16,16,1,,,,,0
Sean Kilpatrick,/players/k/kilpase01.html,,2014,,,,,kilpase01,,,,169,169,159,159,1
Maurice Carter,/players/c/cartema01.html,,2003,,,,,cartema01,,,,,,,,0
Tarence Kinsey,/players/k/kinseta01.html,,2006,,,,,kinseta01,,,,,,,,0
Lionel Chalmers,/players/c/chalmli01.html,,2004,,,,,chalmli01,33,33,2,,,,,0
Brandin Knight,/players/k/knighbr02.html,,2004,,,,,knighbr02,,,,,,,,0
Dionte Christmas,/players/c/chrisdi01.html,,2013,,,,,chrisdi01,,,,,,,,0
Luke Kornet,/players/k/kornelu01.html,,2017,,,,,kornelu01,,,,,,,,0
Ian Clark,/players/c/clarkia01.html,,2013,,,,,clarkia01,,,,,,,,0
Kyle Korver,/players/k/korveky01.html,,2003,,,,,korveky01,51,51,2,105,82.23076923076923,67,70.3076923076923,13
Gian Clavell,/players/c/clavegi01.html,,2017,,,,,clavegi01,,,,,,,,0
Rob Kurz,/players/k/kurzro01.html,,2008,,,,,kurzro01,,,,,,,,0
Norris Cole,/players/c/coleno01.html,,2011,,,,,coleno01,28,28,1,180,181.25,175.5,174.5,4
Kyle Kuzma,/players/k/kuzmaky01.html,,2017,,,,,kuzmaky01,27,27,1,143,143,150,150,1
Kyle Collinsworth,/players/c/colliky01.html,,2017,,,,,colliky01,,,,,,,,0
Oliver Lafayette,/players/l/lafayol01.html,,2009,,,,,lafayol01,,,,,,,,0
Pat Connaughton,/players/c/connapa01.html,,2015,,,,,connapa01,41,41,2,,,,,0
Sean Lampley,/players/l/lamplse01.html,,2001,,,,,lamplse01,44,45,2,,,,,0
Charles Cooke,/players/c/cookech01.html,,2017,,,,,cookech01,,,,,,,,0
Carl Landry,/players/l/landrca01.html,,2007,,,,,landrca01,31,31,2,138,143.33333333333334,167,155,3
Chris Copeland,/players/c/copelch01.html,,2012,,,,,copelch01,,,,,,,,0
Marcus Landry,/players/l/landrma01.html,,2009,,,,,landrma01,,,,,,,,0
Marcus Cousin,/players/c/cousima01.html,,2010,,,,,cousima01,,,,,,,,0
Shane Larkin,/players/l/larkish01.html,,2013,,,,,larkish01,18,18,1,162,162,167,167,2
Torrey Craig,/players/c/craigto01.html,,2017,,,,,craigto01,,,,,,,,0
Acie Law,/players/l/lawac01.html,,2007,,,,,lawac01,11,11,1,,,,,0
Jae Crowder,/players/c/crowdja01.html,,2012,,,,,crowdja01,34,34,2,70.5,80.25,57.5,69,4
Courtney Lee,/players/l/leeco01.html,,2008,,,,,leeco01,22,22,1,96.5,105.9,145,138.6,10
Jared Cunningham,/players/c/cunnija01.html,,2012,,,,,cunnija01,24,24,1,,,,,0
Damion Lee,/players/l/leeda03.html,,2017,,,,,leeda03,,,,,,,,0
Stephen Curry,/players/c/curryst01.html,,2009,,,,,curryst01,7,7,1,4.5,15.625,1,21.25,8
"Walt Lemon, Jr.",/players/l/lemonwa01.html,,2017,,,,,lemonwa01,,,,,,,,0
Troy Daniels,/players/d/danietr01.html,,2013,,,,,danietr01,,,,,,,,0
Travis Leslie,/players/l/leslitr01.html,,2011,,,,,leslitr01,47,47,2,,,,,0
Josh Davis,/players/d/davisjo02.html,,2003,,,,,davisjo02,,,,,,,,0
Caris LeVert,/players/l/leverca01.html,,2016,,,,,leverca01,20,20,1,123,123,164,164,1
Eric Dawson,/players/d/dawsoer01.html,,2011,,,,,dawsoer01,,,,,,,,0
Damian Lillard,/players/l/lillada01.html,,2012,,,,,lillada01,6,6,1,15,20.333333333333332,33.5,44.333333333333336,6
Malcolm Delaney,/players/d/delanma01.html,,2016,,,,,delanma01,,,,,,,,0
Jeremy Lin,/players/l/linje01.html,,2010,,,,,linje01,,,,118.5,115.5,113,112,4
Dan Dickau,/players/d/dickada01.html,,2002,,,,,dickada01,28,28,1,107,107,170,170,1
Shawn Long,/players/l/longsh01.html,,2016,,,,,longsh01,,,,,,,,0
Spencer Dinwiddie,/players/d/dinwisp01.html,,2014,,,,,dinwisp01,38,38,2,77,77,74,74,1
John Lucas III,/players/l/lucasjo02.html,,2005,,,,,lucasjo02,,,,,,,,0
Joey Dorsey,/players/d/dorsejo01.html,,2008,,,,,dorsejo01,33,33,2,,,,,0
Scott Machado,/players/m/machasc01.html,,2012,,,,,machasc01,,,,,,,,0
Quincy Douby,/players/d/doubyqu01.html,,2006,,,,,doubyqu01,19,19,1,,,,,0
Shelvin Mack,/players/m/macksh01.html,,2011,,,,,macksh01,34,34,2,,,,,0
Milton Doyle,/players/d/doylemi01.html,,2017,,,,,doylemi01,,,,,,,,0
Josh Magette,/players/m/magetjo01.html,,2017,,,,,magetjo01,,,,,,,,0
Jared Dudley,/players/d/dudleja01.html,,2007,,,,,dudleja01,22,22,1,75,67.42857142857143,98,101.14285714285714,7
Renaldo Major,/players/m/majorre01.html,,2006,,,,,majorre01,,,,,,,,0
Cleanthony Early,/players/e/earlycl01.html,,2014,,,,,earlycl01,34,34,2,,,,,0
Devyn Marble,/players/m/marblde01.html,,2014,,,,,marblde01,56,56,2,,,,,0
John Edwards,/players/e/edwarjo01.html,,2004,,,,,edwarjo01,,,,,,,,0
Rawle Marshall,/players/m/marshra01.html,,2005,,,,,marshra01,,,,,,,,0
Alex Acker,/players/a/ackeral01.html,,2005,,,,,ackeral01,60,60,2,,,,,0
Kevin Martin,/players/m/martike02.html,,2004,,,,,martike02,26,26,1,104,97.33333333333333,101,95.88888888888889,9
Kim English,/players/e/engliki01.html,,2012,,,,,engliki01,44,44,2,,,,,0
Mangok Mathiang,/players/m/mathima01.html,,2017,,,,,mathima01,,,,,,,,0
Jeremy Evans,/players/e/evansje01.html,,2010,,,,,evansje01,55,55,2,,,,,0
Eric Maynor,/players/m/maynoer01.html,,2009,,,,,maynoer01,20,20,1,,,,,0
Festus Ezeli,/players/e/ezelife01.html,,2012,,,,,ezelife01,30,30,1,,,,,0
Luc Mbah a Moute,/players/m/mbahalu01.html,,2008,,,,,mbahalu01,37,37,2,103.5,110,94,96.83333333333333,6
Nick Fazekas,/players/f/fazekni01.html,,2007,,,,,fazekni01,34,34,2,,,,,0
Patrick McCaw,/players/m/mccawpa01.html,,2016,,,,,mccawpa01,38,38,2,,,,,0
Carrick Felix,/players/f/felixca01.html,,2013,,,,,felixca01,33,33,2,,,,,0
CJ McCollum,/players/m/mccolcj01.html,,2013,,,,,mccolcj01,10,10,1,58,56.333333333333336,101,98.66666666666667,3
Desmond Ferguson,/players/f/fergude01.html,,2003,,,,,fergude01,,,,,,,,0
T.J. McConnell,/players/m/mccontj01.html,,2015,,,,,mccontj01,,,,152,148.33333333333334,141,150.66666666666666,3
Gerald Fitch,/players/f/fitchge01.html,,2005,,,,,fitchge01,,,,,,,,0
Erik McCree,/players/m/mccreer01.html,,2017,,,,,mccreer01,,,,,,,,0
Jeff Foote,/players/f/footeje01.html,,2011,,,,,footeje01,,,,,,,,0
K.J. McDaniels,/players/m/mcdankj01.html,,2014,,,,,mcdankj01,32,32,2,,,,,0
Sharrod Ford,/players/f/fordsh02.html,,2005,,,,,fordsh02,,,,,,,,0
Doug McDermott,/players/m/mcderdo01.html,,2014,,,,,mcderdo01,11,11,1,174,173,166,159.66666666666666,3
Jamaal Franklin,/players/f/frankja01.html,,2013,,,,,frankja01,41,41,2,,,,,0
JaVale McGee,/players/m/mcgeeja01.html,,2008,,,,,mcgeeja01,18,18,1,117,117,123,123,2
Jimmer Fredette,/players/f/fredeji01.html,,2011,,,,,fredeji01,10,10,1,,,,,0
Rodney McGruder,/players/m/mcgruro01.html,,2016,,,,,mcgruro01,,,,108,108,154,154,1
Hiram Fuller,/players/f/fullehi01.html,,2003,,,,,fullehi01,,,,,,,,0
Dominic McGuire,/players/m/mcguido01.html,,2007,,,,,mcguido01,47,47,2,122,122,157,157,1
Sundiata Gaines,/players/g/gainesu01.html,,2009,,,,,gainesu01,,,,,,,,0
Alfonzo McKinnie,/players/m/mckinal01.html,,2017,,,,,mckinal01,,,,,,,,0
Patricio Garino,/players/g/garinpa01.html,,2016,,,,,garinpa01,,,,,,,,0
Trey McKinney-Jones,/players/m/mckintr01.html,,2017,,,,,mckintr01,,,,,,,,0
Marc Gasol,/players/g/gasolma01.html,,2007,,,,,gasolma01,48,48,2,18.5,29.6,53.5,56.1,10
Keith McLeod,/players/m/mcleoke01.html,,2003,,,,,mcleoke01,,,,,,,,0
Jonathan Gibson,/players/g/gibsojo01.html,,2016,,,,,gibsojo01,,,,,,,,0
Pops Mensah-Bonsu,/players/m/mensapo01.html,,2006,,,,,mensapo01,,,,,,,,0
Mickell Gladness,/players/g/gladnmi01.html,,2011,,,,,gladnmi01,,,,,,,,0
Malcolm Miller,/players/m/millema01.html,,2017,,,,,millema01,,,,,,,,0
Andrew Goudelock,/players/g/goudean01.html,,2011,,,,,goudean01,46,46,2,,,,,0
Elijah Millsap,/players/m/millsel01.html,,2014,,,,,millsel01,,,,,,,,0
Stephen Graham,/players/g/grahast01.html,,2005,,,,,grahast01,,,,,,,,0
Luis Montero,/players/m/montelu01.html,,2015,,,,,montelu01,,,,,,,,0
Danny Granger,/players/g/grangda01.html,,2005,,,,,grangda01,17,17,1,42,45.142857142857146,75,76.85714285714286,7
Ben Moore,/players/m/moorebe01.html,,2017,,,,,moorebe01,,,,,,,,0
Aaron Gray,/players/g/grayaa01.html,,2007,,,,,grayaa01,49,49,2,,,,,0
Eric Moreland,/players/m/moreler01.html,,2014,,,,,moreler01,,,,,,,,0
Devin Green,/players/g/greende01.html,,2005,,,,,greende01,,,,,,,,0
Adam Morrison,/players/m/morriad01.html,,2006,,,,,morriad01,3,3,1,192,192,191,191,1
Jeff Green,/players/g/greenje02.html,,2007,,,,,greenje02,5,5,1,144,137.9,158,159.4,10
Darius Morris,/players/m/morrida01.html,,2011,,,,,morrida01,41,41,2,,,,,0
Willie Green,/players/g/greenwi01.html,,2003,,,,,greenwi01,41,41,2,184,181.8,171,165.2,5
Jaylen Morris,/players/m/morrija01.html,,2017,,,,,morrija01,,,,,,,,0
Taylor Griffin,/players/g/griffta01.html,,2009,,,,,griffta01,48,48,2,,,,,0
Monte Morris,/players/m/morrimo01.html,,2017,,,,,morrimo01,51,51,2,,,,,0
Jorge Gutierrez,/players/g/gutiejo01.html,,2013,,,,,gutiejo01,,,,,,,,0
Johnathan Motley,/players/m/motlejo01.html,,2017,,,,,motlejo01,,,,,,,,0
Mike Hall,/players/h/hallmi01.html,,2006,,,,,hallmi01,,,,,,,,0
Arnett Moultrie,/players/m/moultar01.html,,2012,,,,,moultar01,27,27,1,,,,,0
Ben Hansbrough,/players/h/hansbbe01.html,,2012,,,,,hansbbe01,,,,,,,,0
Xavier Munford,/players/m/munfoxa02.html,,2015,,,,,munfoxa02,,,,,,,,0
Tim Hardaway,/players/h/hardati02.html,,2013,,,,,hardati02,24,24,1,136,138.5,132,125,4
Kevin Murphy,/players/m/murphke01.html,,2012,,,,,murphke01,47,47,2,,,,,0
Josh Harrellson,/players/h/harrejo01.html,,2011,,,,,harrejo01,45,45,2,,,,,0
Ronald Murray,/players/m/murraro01.html,,2002,,,,,murraro01,41,42,2,163,163.75,149,135.25,4
Joe Harris,/players/h/harrijo01.html,,2014,,,,,harrijo01,33,33,2,93,93,138,138,1
Toure' Murry,/players/m/murryto01.html,,2013,,,,,murryto01,,,,,,,,0
Mike Harris,/players/h/harrimi01.html,,2007,,,,,harrimi01,,,,,,,,0
Mike Muscala,/players/m/muscami01.html,,2013,,,,,muscami01,44,44,2,,,,,0
Juaquin Hawkins,/players/h/hawkiju01.html,,2002,,,,,hawkiju01,,,,,,,,0
Abdel Nader,/players/n/naderab01.html,,2016,,,,,naderab01,58,58,2,,,,,0
Nigel Hayes,/players/h/hayesni01.html,,2017,,,,,hayesni01,,,,,,,,0
Larry Nance,/players/n/nancela02.html,,2015,,,,,nancela02,27,27,1,,,,,0
Lazar Hayward,/players/h/haywala01.html,,2010,,,,,haywala01,30,30,1,,,,,0
Gary Neal,/players/n/nealga01.html,,2010,,,,,nealga01,,,,143,143,176,176,1
Reggie Hearn,/players/h/hearnre01.html,,2017,,,,,hearnre01,,,,,,,,0
Jameer Nelson,/players/n/nelsoja01.html,,2004,,,,,nelsoja01,20,20,1,114.5,106.1,74,77,10
Buddy Hield,/players/h/hieldbu01.html,,2016,,,,,hieldbu01,6,6,1,138,138,134.5,134.5,2
David Noel,/players/n/noelda01.html,,2006,,,,,noelda01,39,39,2,,,,,0
George Hill,/players/h/hillge01.html,,2008,,,,,hillge01,26,26,1,55,60.25,81,70.25,8
James Nunnally,/players/n/nunnaja01.html,,2013,,,,,nunnaja01,,,,,,,,0
Jordan Hill,/players/h/hilljo01.html,,2009,,,,,hilljo01,8,8,1,152,152,161.5,161.5,2
David Nwaba,/players/n/nwabada01.html,,2016,,,,,nwabada01,,,,156,156,155,155,1
Randy Holcomb,/players/h/holcora01.html,,2002,,,,,holcora01,56,57,2,,,,,0
J.J. O'Brien,/players/o/obriejj01.html,,2015,,,,,obriejj01,,,,,,,,0
John Holland,/players/h/hollajo02.html,,2017,,,,,hollajo02,,,,,,,,0
Patrick O'Bryant,/players/o/obryapa01.html,,2006,,,,,obryapa01,9,9,1,,,,,0
Richaun Holmes,/players/h/holmeri01.html,,2015,,,,,holmeri01,37,37,2,,,,,0
Victor Oladipo,/players/o/oladivi01.html,,2013,,,,,oladivi01,2,2,1,83,77.8,80,78.6,5
Josh Howard,/players/h/howarjo01.html,,2003,,,,,howarjo01,29,29,1,64,70.66666666666667,34.5,34.166666666666664,6
Royce O'Neale,/players/o/onealro01.html,,2017,,,,,onealro01,,,,,,,,0
Josh Huestis,/players/h/huestjo01.html,,2014,,,,,huestjo01,29,29,1,,,,,0
Arinze Onuaku,/players/o/onuakar01.html,,2013,,,,,onuakar01,,,,,,,,0
Ryan Humphrey,/players/h/humphry01.html,,2002,,,,,humphry01,19,19,1,,,,,0
Kyle O'Quinn,/players/o/oquinky01.html,,2012,,,,,oquinky01,49,49,2,,,,,0
Chris Hunter,/players/h/huntech01.html,,2009,,,,,huntech01,,,,,,,,0
Andre Owens,/players/o/owensan01.html,,2005,,,,,owensan01,,,,,,,,0
R.J. Hunter,/players/h/hunterj01.html,,2015,,,,,hunterj01,28,28,1,,,,,0
Chris Owens,/players/o/owensch01.html,,2002,,,,,owensch01,47,48,2,,,,,0
Andre Ingram,/players/i/ingraan01.html,,2017,,,,,ingraan01,,,,,,,,0
Larry Owens,/players/o/owensla01.html,,2010,,,,,owensla01,,,,,,,,0
Wesley Iwundu,/players/i/iwundwe01.html,,2017,,,,,iwundwe01,33,33,2,,,,,0
Georgios Papagiannis,/players/p/papagge01.html,,2016,,,,,papagge01,13,13,1,,,,,0
Cedric Jackson,/players/j/jacksce01.html,,2009,,,,,jacksce01,,,,,,,,0
Jannero Pargo,/players/p/pargoja01.html,,2002,,,,,pargoja01,,,,160,160,141,141,1
Pierre Jackson,/players/j/jackspi01.html,,2013,,,,,jackspi01,42,42,2,,,,,0
Smush Parker,/players/p/parkesm01.html,,2002,,,,,parkesm01,,,,98.5,98.5,107.5,107.5,2
Bernard James,/players/j/jamesbe01.html,,2012,,,,,jamesbe01,33,33,2,,,,,0
Lamar Patterson,/players/p/pattela01.html,,2014,,,,,pattela01,48,48,2,,,,,0
Sarunas Jasikevicius,/players/j/jasiksa01.html,,2005,,,,,jasiksa01,,,,127,127,120,120,1
Cameron Payne,/players/p/payneca01.html,,2015,,,,,payneca01,14,14,1,,,,,0
Othyus Jeffers,/players/j/jeffeot01.html,,2009,,,,,jeffeot01,,,,,,,,0
Elfrid Payton,/players/p/paytoel01.html,,2014,,,,,paytoel01,10,10,1,105,102.75,94.5,101.25,4
Blake Ahearn,/players/a/ahearbl01.html,,2007,,,,,ahearbl01,,,,,,,,0
Gary Payton,/players/p/paytoga02.html,,2016,,,,,paytoga02,,,,,,,,0
Lavoy Allen,/players/a/allenla01.html,,2011,,,,,allenla01,50,50,2,150.5,150.5,130.5,130.5,2
Jeff Ayres,/players/p/pendeje02.html,,2009,,,,,pendeje02,31,31,2,,,,,0
Lou Amundson,/players/a/amundlo01.html,,2006,,,,,amundlo01,,,,,,,,0
Desmond Penigar,/players/p/penigde01.html,,2003,,,,,penigde01,,,,,,,,0
Hilton Armstrong,/players/a/armsthi01.html,,2006,,,,,armsthi01,12,12,1,,,,,0
London Perrantes,/players/p/perralo01.html,,2017,,,,,perralo01,,,,,,,,0
Ron Baker,/players/b/bakerro01.html,,2016,,,,,bakerro01,,,,,,,,0
Alec Peters,/players/p/peteral01.html,,2017,,,,,peteral01,54,54,2,,,,,0
Earl Barron,/players/b/barroea01.html,,2005,,,,,barroea01,,,,,,,,0
Kevinn Pinkney,/players/p/pinknke01.html,,2006,,,,,pinknke01,,,,,,,,0
Jerome Beasley,/players/b/beaslje01.html,,2003,,,,,beaslje01,33,33,2,,,,,0
Kasib Powell,/players/p/powelka01.html,,2007,,,,,powelka01,,,,,,,,0
Keith Benson,/players/b/bensoke02.html,,2011,,,,,bensoke02,48,48,2,,,,,0
Ronnie Price,/players/p/pricero01.html,,2005,,,,,pricero01,,,,,,,,0
Trevor Booker,/players/b/booketr01.html,,2010,,,,,booketr01,23,23,1,108,109,125,126.2,5
Taurean Waller-Prince,/players/p/princta02.html,,2016,,,,,princta02,12,12,1,115,115,164,164,1
MarShon Brooks,/players/b/brookma01.html,,2011,,,,,brookma01,25,25,1,171,171,190,190,1
Jacob Pullen,/players/p/pulleja01.html,,2017,,,,,pulleja01,,,,,,,,0
Markel Brown,/players/b/brownma02.html,,2014,,,,,brownma02,44,44,2,,,,,0
Andy Rautins,/players/r/rautian01.html,,2010,,,,,rautian01,38,38,2,,,,,0
Alec Burks,/players/b/burksal01.html,,2011,,,,,burksal01,12,12,1,135,135,140,140,1
Davon Reed,/players/r/reedda01.html,,2017,,,,,reedda01,32,32,2,,,,,0
Dwight Buycks,/players/b/buyckdw01.html,,2013,,,,,buyckdw01,,,,,,,,0
Willie Reed,/players/r/reedwi02.html,,2015,,,,,reedwi02,,,,,,,,0
DeMarre Carroll,/players/c/carrode01.html,,2009,,,,,carrode01,27,27,1,57,57,76,78,4
Ryan Reid,/players/r/reidry01.html,,2010,,,,,reidry01,57,57,2,,,,,0
Will Cherry,/players/c/cherrwi01.html,,2014,,,,,cherrwi01,,,,,,,,0
Jeremy Richardson,/players/r/richaje01.html,,2006,,,,,richaje01,,,,,,,,0
Jordan Clarkson,/players/c/clarkjo01.html,,2014,,,,,clarkjo01,46,46,2,156,155,178,170,3
Josh Richardson,/players/r/richajo01.html,,2015,,,,,richajo01,40,40,2,69.5,69.5,99.5,99.5,2
John Collins,/players/c/collijo01.html,,2017,,,,,collijo01,19,19,1,63,63,131,131,1
Andre Roberson,/players/r/roberan03.html,,2013,,,,,roberan03,26,26,1,88,88,56.5,56.5,2
Will Conroy,/players/c/conrowi01.html,,2006,,,,,conrowi01,,,,,,,,0
Brian Roberts,/players/r/roberbr01.html,,2012,,,,,roberbr01,,,,178,178,162,162,1
Bryce Cotton,/players/c/cottobr01.html,,2014,,,,,cottobr01,,,,,,,,0
Nate Robinson,/players/r/robinna01.html,,2005,,,,,robinna01,21,21,1,90.5,91,106,94,4
Jordan Crawford,/players/c/crawfjo02.html,,2010,,,,,crawfjo02,27,27,1,155,160,175,175.66666666666666,3
Quinton Ross,/players/r/rossqu01.html,,2004,,,,,rossqu01,,,,155.5,156.25,163.5,152.25,4
Seth Curry,/players/c/curryse01.html,,2013,,,,,curryse01,,,,,,,,0
Walker Russell,/players/r/russewa02.html,,2011,,,,,russewa02,,,,,,,,0
Brandon Davies,/players/d/daviebr01.html,,2013,,,,,daviebr01,,,,,,,,0
Larry Sanders,/players/s/sandela01.html,,2010,,,,,sandela01,15,15,1,47,47,25,25,1
Dewayne Dedmon,/players/d/dedmode01.html,,2013,,,,,dedmode01,,,,,,,,0
Melvin Sanders,/players/s/sandeme01.html,,2005,,,,,sandeme01,,,,,,,,0
Kaniel Dickens,/players/d/dickeka01.html,,2000,,,,,dickeka01,50,50,2,,,,,0
Alex Scales,/players/s/scaleal01.html,,2005,,,,,scaleal01,,,,,,,,0
Damyean Dotson,/players/d/dotsoda01.html,,2017,,,,,dotsoda01,44,44,2,,,,,0
Mike Scott,/players/s/scottmi01.html,,2012,,,,,scottmi01,43,43,2,,,,,0
Andre Drummond,/players/d/drumman01.html,,2012,,,,,drumman01,9,9,1,57,60.8,54,54.8,5
Ramon Sessions,/players/s/sessira01.html,,2007,,,,,sessira01,56,56,2,154,144,139,137.85714285714286,7
Corsley Edwards,/players/e/edwarco01.html,,2002,,,,,edwarco01,57,58,2,,,,,0
Paul Shirley,/players/s/shirlpa01.html,,2002,,,,,shirlpa01,,,,,,,,0
Andre Emmett,/players/e/emmetan01.html,,2004,,,,,emmetan01,35,35,2,,,,,0
Pascal Siakam,/players/s/siakapa01.html,,2016,,,,,siakapa01,27,27,1,63,63,66,66,1
Reggie Evans,/players/e/evansre01.html,,2002,,,,,evansre01,,,,151,138.66666666666666,90,86.33333333333333,3
Xavier Silas,/players/s/silasxa01.html,,2011,,,,,silasxa01,,,,,,,,0
Kay Felder,/players/f/feldeka01.html,,2016,,,,,feldeka01,54,54,2,,,,,0
Garret Siler,/players/s/silerga01.html,,2010,,,,,silerga01,,,,,,,,0
Landry Fields,/players/f/fieldla01.html,,2010,,,,,fieldla01,39,39,2,80,80,78,78,2
Jonathon Simmons,/players/s/simmojo02.html,,2015,,,,,simmojo02,,,,174,174,184,184,1
Bryn Forbes,/players/f/forbebr01.html,,2016,,,,,forbebr01,,,,176,176,144,144,1
James Singleton,/players/s/singlja01.html,,2005,,,,,singlja01,,,,,,,,0
Tim Frazier,/players/f/fraziti01.html,,2014,,,,,fraziti01,,,,157,157,140,140,1
Tamar Slay,/players/s/slayta01.html,,2002,,,,,slayta01,53,54,2,,,,,0
Deng Gai,/players/g/gaide01.html,,2005,,,,,gaide01,,,,,,,,0
Chris Smith,/players/s/smithch05.html,,2013,,,,,smithch05,,,,,,,,0
Diante Garrett,/players/g/garredi02.html,,2012,,,,,garredi02,,,,,,,,0
Craig Smith,/players/s/smithcr01.html,,2006,,,,,smithcr01,36,36,2,153.5,153.5,139,139,2
Trey Gilder,/players/g/gildetr01.html,,2009,,,,,gildetr01,,,,,,,,0
Donta Smith,/players/s/smithdo04.html,,2004,,,,,smithdo04,34,34,2,,,,,0
Joey Graham,/players/g/grahajo01.html,,2005,,,,,grahajo01,16,16,1,172.5,172.5,163.5,163.5,2
Greg Smith,/players/s/smithgr02.html,,2011,,,,,smithgr02,,,,,,,,0
Jerian Grant,/players/g/grantje02.html,,2015,,,,,grantje02,19,19,1,166,166,141,141,1
Ish Smith,/players/s/smithis01.html,,2010,,,,,smithis01,,,,143,140.33333333333334,83,99.33333333333333,3
Erick Green,/players/g/greener01.html,,2013,,,,,greener01,46,46,2,,,,,0
Jason Smith,/players/s/smithja02.html,,2007,,,,,smithja02,20,20,1,175,175,179,179,1
Lynn Greer,/players/g/greerly01.html,,2006,,,,,greerly01,,,,,,,,0
Russ Smith,/players/s/smithru01.html,,2014,,,,,smithru01,47,47,2,,,,,0
